196399.city,SPRIGVILLE,SPRINGVILLE
15060.city,ARROYO HONDO***,ARROYO HONDO
153223.marriedexemp,k0,0
72942.singleexemp,,0
124869.rate,6j.9,6.9
77482.gender,,F
6562.marriedexemp,700,5700
115053.phone,26n0-1236,260-1236
108571.childexemp,***,0
144404.state,C,DC
122129.haschild,,Y
59741.childexemp,***,0
180955.marriedexemp,080,2080
143890.state,CD,DC
79119.lname,Berzcuk,Berczuk
89936.singleexemp,200,2000
173787.childexemp,,0
5630.gender,***,F
64721.rate,50,5.0
127849.lname,Picinini,Piccinini
122916.rate,3.900421z4,3.9004214
86422.gender,***,M
124638.state,NiV,NV
2301.gender,dF,F
153746.singleexemp,,0
140462.state,CD,DC
1429.gender,,F
102462.marriedexemp,***,0
85638.zip,85272,85227
143053.areacode,5w03,503
79149.state,LA,AL
86426.state,vDC,DC
55313.childexemp,***,0
60337.state,CD,DC
55702.marriedexemp,k0,0
117025.childexemp,t103,103
191378.childexemp,***,0
8354.singleexemp,e0,0
93353.singleexemp,y0,0
194932.zip,9019,89019
61325.maritalstatus,fM,M
72795.lname,Raaot,Raamot
36271.salary,20v000,20000
140695.fname,Reikeo,Reiko
154322.childexemp,,0
197323.salary,70000***,70000
149432.phone,929-36a48,929-3648
105158.singleexemp,,0
168446.city,ARROYOHONDO,ARROYO HONDO
71941.childexemp,f0,0
191685.childexemp,f0,0
76759.fname,ennie,Jennie
154650.city,AoRREY,ARREY
179166.state,LA,AL
6518.gender,,F
119930.gender,,F
111551.state,vDC,DC
54406.city,WAHINGTON,WASHINGTON
2961.gender,***,F
88618.gender,,M
140632.state,MN,NM
166182.haschild,rN,N
126284.marriedexemp,p0,0
95723.state,C,DC
160428.singleexemp,,0
7659.gender,,F
172564.childexemp,,0
65034.state,ED,DE
69165.city,AReLINGTON,ARLINGTON
142388.state,MiO,MO
176797.state,ED,DE
182081.haschild,,N
174274.singleexemp,575,3575
4606.gender,,F
137147.state,D,ND
9872.singleexemp,130,1370
152462.phone,721-354,721-3954
124050.city,LTAHROP,LATHROP
156525.childexemp,,0
6703.gender,***,F
193902.childexemp,v0,0
21340.singleexemp,,0
56634.rate,3s.2016153,3.2016153
182415.fname,atani,Watani
32702.childexemp,p0,0
16815.maritalstatus,***,M
47714.city,AREcCIBO,ARECIBO
191035.singleexemp,,0
117581.rate,8.52,8.25
130388.childexemp,x0,0
87708.state,CD,DC
175778.childexemp,4i00,400
75940.marriedexemp,g0,0
7662.gender,,F
136918.state,RA,AR
199362.state,MN,NM
9368.haschild,eY,Y
49985.gender,pM,M
642.gender,,F
186095.childexemp,x0,0
63155.haschild,***,N
104879.childexemp,,0
41428.city,DOROHY,DOROTHY
16553.phone,432-855,432-8575
180944.state,V,WV
64406.city,ATEHNS,ATHENS
44342.state,RO,OR
127632.marriedexemp,,0
85945.marriedexemp,,0
154866.lname,aehly,Maehly
190897.singleexemp,,0
98326.childexemp,,0
194601.childexemp,***,0
99320.gender,***,F
166065.haschild,,Y
145422.areacode,05,505
83906.childexemp,***,0
192206.areacode,32,312
157245.phone,2958144,295-8144
133787.salary,1500,15000
196441.gender,nM,M
78783.areacode,60,860
88844.singleexemp,v0,0
81981.city,PACHE JUNCTION,APACHE JUNCTION
109754.city,ABOY,AMBOY
160466.phone,281-979m0,281-9790
84652.marriedexemp,,0
197791.areacode,370,307
5110.singleexemp,***,0
2248.gender,***,F
77239.haschild,***,N
42323.state,hDC,DC
130367.marriedexemp,,0
91453.lname,ajaram,Rajaram
111685.lname,Bolzoin,Bolzoni
160832.phone,510-241,510-2441
151749.marriedexemp,b0,0
173909.maritalstatus,***,S
157652.city,ADNOVER,ANDOVER
90256.haschild,iY,Y
79530.salary,100d00,10000
197782.marriedexemp,,0
9857.state,T,MT
44221.marriedexemp,,0
93619.haschild,,Y
12419.lname,Hubber,Hubbner
26298.marriedexemp,21000,12000
106887.city,CAROLIAN,CAROLINA
129944.rate,.65,6.5
48204.singleexemp,,0
131059.maritalstatus,,M
99747.marriedexemp,***,0
68295.state,JN,NJ
51153.childexemp,***,0
92055.zip,9686,96826
147597.gender,,M
101493.maritalstatus,gS,S
10322.haschild,,N
119509.fname,Myhung,Myuhng
149479.marriedexemp,g0,0
74435.gender,***,M
198143.salary,9000,90000
12115.zip,8232,82832
100945.marriedexemp,q0,0
31802.singleexemp,***,0
137462.marriedexemp,22f0,220
43077.marriedexemp,x0,0
90656.gender,,M
5372.gender,,F
76614.state,R,AR
175583.lname,Sieler,Seiler
124760.rate,u0.0,0.0
25933.salary,09000,90000
169405.zip,10v996,10996
40216.maritalstatus,,M
63151.city,ALTN,ALTON
154090.lname,Rutan,Ruttan
106033.zip,7543,97543
47778.salary,9000,90000
159263.lname,okketangen,Lokketangen
39384.haschild,lY,Y
151476.state,AL,LA
139401.marriedexemp,62o00,6200
158542.gender,,F
158591.salary,9000,90000
6365.maritalstatus,bS,S
107534.singleexemp,b0,0
40843.childexemp,,0
49438.marriedexemp,***,0
159454.state,AnR,AR
199846.marriedexemp,***,0
2078.phone,47-1272,647-1272
172201.haschild,***,Y
79223.singleexemp,z0,0
177171.lname,Imbet,Imbert
119228.haschild,***,N
37477.city,ROLETnTE,ROLETTE
54708.city,AMBiLER,AMBLER
13645.salary,2000,25000
25431.lname,eRmp,Remp
67039.childexemp,***,0
59402.childexemp,***,0
149553.state,lGA,GA
530.gender,***,F
135470.marriedexemp,e0,0
39451.rate,70961537,7.0961537
40016.fname,Ewin,Edwin
11861.singleexemp,,0
191219.gender,***,M
35174.state,LA,AL
3488.gender,***,F
137609.marriedexemp,e0,0
37173.salary,45000***,45000
29560.marriedexemp,,0
62535.areacode,01,701
124346.singleexemp,04,40
35659.childexemp,100e0,1000
174823.singleexemp,,0
90154.state,tAL,AL
53594.marriedexemp,147,174
89870.childexemp,3f300,3300
57029.fname,Guanqgshun,Guangshun
46522.singleexemp,z0,0
96983.fname,Laouri,Lauri
168662.state,NT,TN
66546.childexemp,b0,0
118505.areacode,8o02,802
100955.areacode,046,406
52411.state,gDC,DC
174953.city,sANETA,ANETA
138768.childexemp,,0
58041.childexemp,***,0
155219.rate,a7.0,7.0
26870.gender,,F
56675.city,LAONIA,LATONIA
192268.state,AwL,AL
85406.fname,Kanda,Kanad
60864.phone,54-1656,547-1656
62100.maritalstatus,,M
22155.state,CD,DC
67149.state,CD,DC
102475.maritalstatus,,M
64250.state,LA,AL
191569.salary,j80000,80000
326.zip,4220,42220
117919.state,R,AR
67000.singleexemp,,0
59049.marriedexemp,600,6600
199853.maritalstatus,vS,S
138242.state,I,HI
111436.phone,564-94s41,564-9441
116445.zip,g65647,65647
8592.city,BUCEYE,BUCKEYE
42640.state,C,DC
98579.areacode,h319,319
100600.state,zOK,OK
99710.salary,6q0000,60000
129675.phone,323-066,323-4066
135468.fname,Qitngda,Qingda
164199.marriedexemp,,0
5989.gender,***,F
188452.childexemp,***,0
2882.gender,***,F
151132.state,HN,NH
97844.zip,490i66,49066
111540.phone,8137356,813-7356
86301.gender,***,F
101294.haschild,bY,Y
3840.gender,wF,F
43747.singleexemp,***,0
2959.gender,tF,F
97293.state,CD,DC
188269.childexemp,***,0
42640.singleexemp,***,0
86300.haschild,***,Y
97828.singleexemp,j0,0
104721.childexemp,***,0
45046.state,RA,AR
66018.state,AzL,AL
61610.singleexemp,l0,0
70242.lname,wMertsiotakis,Mertsiotakis
187789.areacode,08,208
147371.marriedexemp,a0,0
77647.state,MN,NM
39148.zip,2900f2,29002
156398.childexemp,v0,0
190461.singleexemp,***,0
161820.marriedexemp,o0,0
30416.childexemp,250,2850
197322.marriedexemp,***,0
180206.rate,.90,9.0
118749.maritalstatus,,M
49886.state,TC,CT
151634.rate,4.36,4.63
108281.childexemp,q0,0
146213.marriedexemp,g0,0
95193.maritalstatus,,S
58330.marriedexemp,g0,0
114969.marriedexemp,,0
121655.city,ANCHORGE,ANCHORAGE
161801.marriedexemp,o7150,7150
740.gender,***,F
121434.phone,12n4-4672,124-4672
64352.state,AaL,AL
50175.rate,53.,5.3
124898.childexemp,v0,0
45978.maritalstatus,pS,S
166937.singleexemp,y0,0
121535.childexemp,,0
115662.state,bDC,DC
92845.lname,Greenbegrer,Greenberger
32229.marriedexemp,i0,0
132129.city,GbUYTON,GUYTON
98436.singleexemp,***,0
21365.state,eDC,DC
20442.childexemp,***,0
151076.zip,89112***,89112
45930.phone,92-3413,992-3413
68060.city,ARDMRE,ARDMORE
143145.areacode,626,662
156001.state,YW,WY
163103.fname,Suchtira,Suchitra
154147.fname,Shngzong,Shengzong
151631.childexemp,04,40
194376.marriedexemp,***,0
1934.gender,***,F
174800.gender,,F
94554.gender,***,F
20962.fname,Briana,Boriana
153039.marriedexemp,***,0
39990.childexemp,1v59,159
8392.haschild,,N
39307.marriedexemp,,0
26067.childexemp,,0
18733.state,I,RI
58711.lname,Iawnska,Iwanska
107037.gender,***,F
6851.state,tTX,TX
74543.areacode,805,850
112945.singleexemp,,0
46012.state,C,DC
126825.state,R,AR
189910.city,ASyHAWAY,ASHAWAY
175236.childexemp,,0
106852.areacode,17,317
75310.singleexemp,h0,0
78162.childexemp,m0,0
99371.state,C,DC
68806.city,NCHORAGE,ANCHORAGE
97971.childexemp,195,159
57134.haschild,***,N
148171.childexemp,400,2400
139947.areacode,420,402
134072.marriedexemp,,0
93911.childexemp,300,3300
33525.state,iUT,UT
169177.areacode,7y01,701
139474.salary,4500,45000
103709.zip,2885,2858
87009.marriedexemp,,0
43257.phone,582-7114,582-7141
49005.areacode,41h4,414
21348.zip,307,3907
2378.gender,***,F
90534.phone,12-9446,212-9446
63360.marriedexemp,8c0,80
170414.maritalstatus,,M
174981.city,INDIAN HEcAD,INDIAN HEAD
8373.phone,84t0-7197,840-7197
50418.fname,oGad,Gad
102302.childexemp,,0
55835.state,tDC,DC
60189.gender,***,F
43235.childexemp,,0
82842.phone,584-3e078,584-3078
142377.salary,9000,90000
100491.marriedexemp,***,0
199723.fname,fZsuzsa,Zsuzsa
185793.fname,Wny,Wyn
68708.rate,7.51573m4,7.515734
68430.childexemp,***,0
26781.haschild,sN,N
2926.gender,***,F
57209.singleexemp,r0,0
16632.state,AgL,AL
129144.marriedexemp,t0,0
182967.marriedexemp,,0
178892.rate,50.,5.0
186713.childexemp,***,0
74601.haschild,***,N
133073.gender,xF,F
172798.areacode,340,304
19449.zip,n33563,33563
150294.salary,56000,65000
195039.state,CiT,CT
16754.areacode,60,860
171552.childexemp,l0,0
32761.phone,a848-6934,848-6934
32263.marriedexemp,,0
2872.gender,iF,F
16765.childexemp,,0
33008.rate,78.,7.8
71000.city,ANHCORAGE,ANCHORAGE
199371.city,ONRTH LAS VEGAS,NORTH LAS VEGAS
90316.childexemp,190,1900
115398.city,ANCcHORAGE,ANCHORAGE
39335.fname,Erahim,Ebrahim
116886.state,L,AL
4018.gender,aF,F
2699.state,CD,DC
192873.city,ARDMOER,ARDMORE
111107.gender,,M
104963.childexemp,***,0
197893.areacode,5s05,505
140994.lname,Bohem,Boehm
101845.marriedexemp,a0,0
72232.phone,65-7943,165-7943
53664.state,K,OK
114709.salary,4500y0,45000
188433.haschild,,Y
2669.gender,,F
16350.zip,6655,66515
52013.lname,agaya,Nagaya
121526.state,L,AL
152346.areacode,3t37,337
63401.gender,lM,M
163430.maritalstatus,***,M
138112.salary,95000***,95000
165152.state,OM,MO
1428.marriedexemp,,0
139145.areacode,882,828
177001.marriedexemp,b0,0
76269.maritalstatus,bM,M
171370.marriedexemp,b0,0
80059.marriedexemp,,0
58744.state,DlC,DC
50862.fname,aleno,Galeno
150310.salary,350j00,35000
23442.phone,f193-5638,193-5638
104059.city,RCADIA,ARCADIA
28652.gender,qF,F
19192.salary,2500,25000
17246.maritalstatus,***,M
59271.state,R,AR
75028.lname,hSkeel,Skeel
59442.maritalstatus,,M
71778.marriedexemp,m0,0
91186.state,uDC,DC
130070.city,NEW YfORK,NEW YORK
60094.salary,m70000,70000
34288.phone,37-7097,367-7097
42942.rate,2.34265,2.34625
104650.singleexemp,0,20
47393.singleexemp,h0,0
179167.salary,r80000,80000
138297.childexemp,***,0
7334.gender,qF,F
3943.city,ANAHLA,ANAHOLA
104893.state,AtL,AL
115528.haschild,,N
85528.maritalstatus,,M
144822.marriedexemp,a0,0
125876.childexemp,***,0
94441.marriedexemp,k0,0
32545.state,LA,AL
66477.childexemp,3a300,3300
69170.city,HARTFODR,HARTFORD
103406.city,AMSTRONG,ARMSTRONG
111226.fname,Maztiar,Maziar
9508.lname,aPgter,Pagter
7559.zip,967x74,96774
163812.zip,5774,57764
160085.singleexemp,u0,0
65359.marriedexemp,***,0
90599.lname,Rvero,Rivero
25467.phone,8488355,848-8355
112870.childexemp,j0,0
188884.areacode,144,414
176523.phone,995-840,995-8450
111838.city,ARLY,ARLEY
126462.phone,703c-4303,703-4303
111053.zip,1255k1,12551
17831.areacode,50c1,501
114015.lname,Bock,Brock
2408.rate,0.n0,0.0
126414.state,J,NJ
123632.lname,Hasslbring,Hasselbring
175361.marriedexemp,c0,0
44764.salary,7500,75000
59256.state,gDC,DC
56307.maritalstatus,***,M
67708.singleexemp,***,0
41619.marriedexemp,l0,0
26984.haschild,,Y
187765.childexemp,3p300,3300
55169.rate,3g.9,3.9
28007.zip,2918,29108
118976.maritalstatus,lM,M
122601.state,L,AL
100331.state,fAL,AL
55184.haschild,,Y
3628.gender,,F
177720.marriedexemp,***,0
9212.state,XT,TX
113143.marriedexemp,***,0
122967.state,cAL,AL
125403.singleexemp,***,0
100812.gender,lM,M
108595.marriedexemp,,0
150649.marriedexemp,***,0
25012.state,DdC,DC
96599.haschild,tY,Y
52133.childexemp,,0
45868.salary,20000***,20000
104406.gender,gM,M
29251.marriedexemp,***,0
76956.state,oAL,AL
6051.gender,oF,F
143185.childexemp,,0
164164.marriedexemp,a0,0
157657.childexemp,***,0
171329.state,jAR,AR
189901.maritalstatus,wM,M
168725.marriedexemp,o0,0
123399.phone,929h-7593,929-7593
108373.singleexemp,***,0
146685.childexemp,200,2000
137167.zip,51j52,5152
144231.state,MkD,MD
101820.state,cAL,AL
72851.marriedexemp,31l8,318
84460.salary,0000,10000
59240.state,qAL,AL
82603.zip,67658,66758
174085.singleexemp,***,0
116156.lname,rRayko,Rayko
126139.phone,576-7947,576-7497
83654.childexemp,***,0
93891.haschild,iY,Y
686.gender,***,F
113462.phone,246-1930,246-1903
188506.state,K,OK
124643.areacode,97,907
22470.areacode,55,505
158716.haschild,***,Y
67628.salary,7000,75000
188127.state,DaC,DC
51251.childexemp,100,1000
121817.phone,27-1148,207-1148
191993.fname,Ynve,Yngve
27767.city,HNUTSVILLE,HUNTSVILLE
84074.city,ARLINGTNO,ARLINGTON
3745.lname,Mekaocuhe,Mekaouche
100252.phone,9w71-2681,971-2681
21684.areacode,40j6,406
30410.lname,Ndin,Nadin
73773.lname,Hasseblring,Hasselbring
162500.salary,6000,60000
168580.zip,0662,30662
26073.areacode,6b18,618
130802.singleexemp,,0
194804.salary,6000,60000
96510.fname,yLansing,Lansing
175654.gender,***,M
152963.phone,893-4355***,893-4355
113367.lname,Chattopahyay,Chattopadhyay
29401.childexemp,***,0
179986.state,LA,AL
127903.gender,,F
188544.city,ADARA,ARDARA
144002.gender,gM,M
178557.haschild,***,Y
133569.city,RP,ARP
14745.rate,.50,5.0
149706.childexemp,900***,900
147642.singleexemp,***,0
45633.fname,Faiouz,Fairouz
13906.marriedexemp,,0
87795.city,LATONAH,ALTONAH
106348.childexemp,***,0
102554.singleexemp,q0,0
37453.singleexemp,d0,0
49871.salary,5000***,5000
138235.singleexemp,,0
107656.marriedexemp,18,318
47217.lname,mAy,Amy
13479.childexemp,***,0
124527.childexemp,,0
4842.gender,uF,F
106769.city,ASFHORD,ASHFORD
147869.fname,ammy,Sammy
108956.haschild,,Y
92334.rate,85.,8.5
12501.city,ANCHRAGE,ANCHORAGE
148780.gender,,F
145667.childexemp,722,272
106349.marriedexemp,c0,0
79789.haschild,,N
73114.phone,852-2951,852-2915
71426.childexemp,a0,0
99970.fname,ipo,Lipo
124651.state,JN,NJ
87721.city,ANeDOVER,ANDOVER
101576.rate,3.999987,3.9998987
101057.gender,,M
8218.gender,,F
30869.state,C,DC
195340.singleexemp,***,0
112851.city,BOGUmE CHITTO,BOGUE CHITTO
6687.salary,40000***,40000
170691.state,nAL,AL
163090.city,AMSE,AMES
127946.gender,***,M
57666.state,NM,MN
176491.marriedexemp,150,7150
165911.marriedexemp,q4200,4200
43671.city,QAY,QUAY
68321.city,MAANDA,AMANDA
5526.gender,,F
35936.state,C,DC
40143.singleexemp,130,103
3467.gender,rF,F
103690.singleexemp,***,0
3977.salary,500h0,5000
105856.rate,s0.0,0.0
113058.zip,2w3220,23220
191098.areacode,28,208
20167.salary,300p00,30000
150867.marriedexemp,,0
36082.marriedexemp,***,0
102638.state,SK,KS
158444.phone,977-2022***,977-2022
119620.gender,gM,M
192931.phone,287-98b91,287-9891
31236.state,WiV,WV
117726.zip,5225,75225
41944.childexemp,300,1300
156941.singleexemp,***,0
123102.state,DmC,DC
71524.haschild,,N
95240.marriedexemp,,0
60927.haschild,,N
136076.zip,610,6510
57921.singleexemp,1g000,1000
164611.phone,668-493q8,668-4938
15385.city,ALLIANEC,ALLIANCE
58744.childexemp,v0,0
127756.state,DhC,DC
151516.state,C,DC
192652.haschild,,Y
142108.city,ARKdANSAW,ARKANSAW
92083.haschild,,N
130051.state,LA,AL
168443.phone,80-6184,580-6184
81600.salary,3x5000,35000
132494.state,LA,AL
171722.singleexemp,700***,700
58450.state,L,AL
74140.singleexemp,c0,0
154518.city,YONG AMERICA,YOUNG AMERICA
163469.state,L,AL
72999.gender,yF,F
191719.zip,o83234,83234
126032.city,AgMERICUS,AMERICUS
113149.areacode,80g2,802
165749.marriedexemp,300,3000
60656.city,nAMHERSTDALE,AMHERSTDALE
193985.state,D,SD
18630.state,jNE,NE
81875.childexemp,1000***,1000
48137.childexemp,f0,0
153254.areacode,5x62,562
125036.marriedexemp,,0
49385.salary,50000***,50000
192694.phone,313-7985,331-7985
167031.fname,Tkakashige,Takashige
70761.haschild,,Y
63061.zip,e63736,63736
106018.marriedexemp,6600***,6600
1932.gender,***,F
147548.childexemp,***,0
167353.fname,Takto,Taketo
167503.state,L,AL
15426.state,NhJ,NJ
179493.state,lAR,AR
75998.zip,9065,95065
29568.gender,,F
106610.areacode,28,228
168672.singleexemp,***,0
182792.maritalstatus,,S
125293.gender,***,M
138979.city,GIBSONTNO,GIBSONTON
124004.state,CN,NC
144843.singleexemp,x0,0
170935.areacode,70,870
29285.zip,8210,82010
37419.marriedexemp,d2600,2600
130280.state,LA,AL
178397.salary,1000,15000
158757.fname,Sirnush,Siranush
197220.childexemp,***,0
185852.haschild,,N
159291.haschild,jY,Y
107534.haschild,***,N
32063.maritalstatus,,M
173429.childexemp,j0,0
135223.state,L,AL
139328.city,AMITAD,AMISTAD
95671.marriedexemp,***,0
47343.state,R,AR
191670.city,LEWSTON,LEWISTON
110769.fname,Maruo,Mauro
29944.rate,0x.0,0.0
36262.zip,1727,11727
197292.singleexemp,12705,12750
129418.lname,oMnarch,Monarch
137299.city,NEW ORLEANzS,NEW ORLEANS
52139.lname,Paegs,Padegs
92390.maritalstatus,***,M
96131.singleexemp,1307,1370
169018.singleexemp,***,0
11948.childexemp,a0,0
11370.gender,bM,M
17661.gender,,M
123051.childexemp,,0
157729.fname,Sichne,Sichen
118362.rate,.0,0.0
5036.gender,***,F
180199.rate,30,3.0
149162.marriedexemp,080,2080
33536.childexemp,***,0
26433.childexemp,,0
129687.haschild,sN,N
64882.lname,Rosuseau,Rousseau
189896.marriedexemp,,0
103929.singleexemp,,0
108876.phone,150y-1632,150-1632
193330.state,D,SD
65610.childexemp,,0
52372.singleexemp,***,0
180239.singleexemp,,0
71743.state,C,DC
143184.childexemp,225l0,2250
21616.rate,.0,7.0
116188.fname,Miyzuki,Miyuki
162683.gender,,M
139008.areacode,54,574
105329.singleexemp,k0,0
157445.lname,Postno,Poston
49648.haschild,***,Y
11997.rate,8.2r5,8.25
85788.singleexemp,***,0
6380.gender,***,F
106844.rate,60,6.0
62594.singleexemp,3300***,3300
14552.state,DnC,DC
158711.state,MtE,ME
118881.state,CD,DC
50862.state,hAR,AR
117540.city,ASHALND,ASHLAND
7617.maritalstatus,,M
103566.phone,71-4319,471-4319
34564.salary,30000***,30000
62188.marriedexemp,***,0
144162.state,CD,DC
127792.state,L,AL
35989.gender,***,F
171786.fname,Tios,Timos
184382.gender,uF,F
8856.zip,1326,71326
98793.singleexemp,c0,0
21583.city,NLUATO,NULATO
147314.singleexemp,***,0
148991.areacode,70,770
100169.rate,0c.0,0.0
37349.state,R,AR
194377.marriedexemp,147,174
5678.singleexemp,g0,0
53231.rate,4.2143z292,4.2143292
173761.gender,,F
195207.singleexemp,g0,0
121242.state,RA,AR
35273.childexemp,,0
66487.areacode,02,802
128719.salary,w85000,85000
118541.gender,***,M
75744.singleexemp,u0,0
174124.marriedexemp,c0,0
185756.marriedexemp,***,0
154704.state,L,AL
53608.haschild,iY,Y
182476.zip,57939,57399
81620.marriedexemp,,0
182172.marriedexemp,,0
136145.state,AaR,AR
4921.city,DAGETT,DAGGETT
94192.marriedexemp,c0,0
2195.gender,,M
26715.maritalstatus,,S
26397.rate,1.8738m205,1.8738205
115524.state,JN,NJ
105376.maritalstatus,,M
125684.state,vAR,AR
164386.lname,Vaiitis,Vaitis
25059.haschild,,Y
86358.salary,010000,100000
88926.childexemp,c0,0
91440.phone,868-643,868-6483
93446.rate,00.,0.0
137152.state,TV,VT
2937.state,C,DC
178985.marriedexemp,e0,0
34940.marriedexemp,***,0
58623.singleexemp,,0
82890.childexemp,***,0
96656.rate,.463,4.63
84155.state,DoC,DC
129270.salary,25000***,25000
7492.gender,***,F
12775.zip,4335,43935
8089.lname,Hodfri,Hofri
160823.zip,8412g2,84122
57860.marriedexemp,4x0,40
183745.fname,Werthre,Werther
6170.gender,***,F
112155.areacode,757,775
137345.gender,***,M
63946.areacode,91y8,918
97141.singleexemp,c0,0
126813.childexemp,***,0
129144.state,DjC,DC
6463.gender,***,F
60448.city,ARCAzDIA,ARCADIA
51925.lname,Mceague,McKeague
174914.marriedexemp,***,0
109635.marriedexemp,e0,0
131810.salary,95000***,95000
170793.city,ANKATUVUK PASS,ANAKTUVUK PASS
163291.state,JN,NJ
24298.singleexemp,***,0
92805.areacode,9a39,939
41550.state,zDC,DC
135115.fname,Punete,Puneet
162648.singleexemp,,0
7811.areacode,16,316
1029.gender,jF,F
155365.salary,i75000,75000
106377.childexemp,z0,0
11583.zip,4375,24375
188514.salary,6p5000,65000
101404.phone,781-7784,781-7748
88287.singleexemp,,0
69966.rate,.0,0.0
127275.marriedexemp,e0,0
3246.state,YN,NY
1493.state,C,DC
30382.salary,75000***,75000
26612.fname,Chatscbhik,Chatschik
146202.fname,Sachme,Sachem
16853.areacode,963,936
33516.rate,.0,0.0
142560.haschild,,Y
64357.gender,,F
59859.marriedexemp,,0
13650.state,C,DC
55792.salary,10000x0,100000
40837.zip,738o60,73860
167928.state,NrJ,NJ
53047.childexemp,***,0
110448.state,CD,DC
4370.salary,60500,65000
9139.zip,856d54,85654
21567.lname,peek,Speek
6571.haschild,***,Y
156699.city,AMILN,AMLIN
24883.zip,70193,70139
135382.fname,Qianholng,Qianhong
64393.fname,Hiehiro,Hidehiro
38241.state,LA,AL
27028.city,ANCHRAGE,ANCHORAGE
120132.maritalstatus,kM,M
129851.fname,Pritosh,Paritosh
154858.haschild,***,N
44313.phone,762-7331***,762-7331
58387.city,SgAN JUAN,SAN JUAN
120652.rate,0.y0,0.0
134339.childexemp,c0,0
24387.childexemp,***,0
62297.zip,4766,64766
50557.childexemp,***,0
69241.city,ALhTURAS,ALTURAS
82356.city,ANCOHRAGE,ANCHORAGE
3474.gender,,F
96134.state,SK,KS
10943.singleexemp,o0,0
