28291.city,BiOW,BOW
43485.phone,403-p7084,403-7084
15289.zip,87480,84780
21874.city,WINCHSTER,WINCHESTER
49122.state,R,AR
632.zip,5l8439,58439
35276.phone,49-15231,491-5231
2332.areacode,04,304
25468.gender,mF,F
26893.marriedexemp,4y0,40
45378.state,LA,AL
9305.phone,121-744,121-7424
5191.childexemp,***,0
15578.singleexemp,***,0
17366.childexemp,,0
47048.childexemp,,0
17357.state,pAL,AL
34025.singleexemp,,0
31610.haschild,lN,N
39925.state,YN,NY
44106.haschild,eY,Y
231.phone,995-904,995-9504
7675.state,fAK,AK
28545.state,RA,AR
2276.gender,***,F
46672.phone,876-8025,867-8025
29632.singleexemp,i0,0
34583.haschild,,N
17297.marriedexemp,240,2740
13852.haschild,dY,Y
17413.zip,3r3012,33012
41268.phone,688-195,688-1935
36942.childexemp,l0,0
41048.state,JN,NJ
19893.state,AgR,AR
22058.salary,6000,60000
27865.haschild,fY,Y
6694.fname,Jinygu,Jingyu
12032.gender,lM,M
29510.singleexemp,z103,103
27490.salary,9500,95000
13367.childexemp,330,3300
32780.fname,Wei,Wie
13446.haschild,,N
18843.singleexemp,,0
14394.childexemp,q0,0
20493.gender,,F
36386.city,TORY,TROY
47723.gender,,F
44739.singleexemp,***,0
10084.haschild,***,Y
23873.zip,81092,18092
36737.city,MONkTCHANIN,MONTCHANIN
13959.rate,3.g645,3.645
9023.state,WwV,WV
29267.fname,erresa,Terresa
19208.singleexemp,3300***,3300
43622.singleexemp,***,0
7981.state,AvR,AR
47750.marriedexemp,24500***,24500
49236.city,BOfW,BOW
20915.fname,ehea,Yehea
6125.phone,5679612,567-9612
37674.singleexemp,,0
49645.marriedexemp,27o40,2740
18243.marriedexemp,2400,24500
30619.fname,Agigodr,Agigdor
47452.state,Y,WY
21119.haschild,***,N
24616.gender,***,F
15387.city,ONESTEEL,BONESTEEL
9.state,C,DC
41882.zip,98109,89109
27877.state,XT,TX
18350.lname,Maicel,Maciel
25433.gender,***,F
34424.state,LA,AL
48690.state,RA,AR
34254.marriedexemp,740,2740
35173.state,AvK,AK
35950.singleexemp,a0,0
36260.fname,Friedsa,Frieda
45217.childexemp,z0,0
43034.city,BOUNTFIUL,BOUNTIFUL
41208.gender,***,M
32697.marriedexemp,270,2740
42069.gender,,F
28766.phone,676-8j798,676-8798
37934.zip,80289,80829
28567.singleexemp,,0
40218.state,RA,AR
26322.singleexemp,,0
10388.rate,.4,3.4
17180.haschild,nN,N
46705.state,DM,MD
30831.maritalstatus,,S
6007.singleexemp,,0
23123.phone,219-5n437,219-5437
41288.zip,2012o8,20128
18050.fname,Suchtira,Suchitra
21617.singleexemp,y0,0
26649.state,RA,AR
12290.state,pAK,AK
46931.childexemp,2000***,2000
8428.childexemp,j0,0
4987.singleexemp,,0
36593.gender,***,F
41682.city,BEVER BAY,BEAVER BAY
48271.areacode,w229,229
41452.fname,Dongom,Dongmo
18920.marriedexemp,08,80
39859.singleexemp,2400***,2400
25003.city,LAWRECE,LAWRENCE
20730.zip,26x059,26059
22039.rate,39.,3.9
9426.city,ARECIOB,ARECIBO
43992.areacode,g620,620
2473.gender,***,F
13601.lname,eed,Reed
1429.singleexemp,***,0
29190.fname,Moaira,Moira
23378.singleexemp,***,0
29580.singleexemp,***,0
26949.phone,396-4758,396-4578
43590.haschild,,N
14124.maritalstatus,,M
20955.phone,660-4067***,660-4067
49700.marriedexemp,***,0
5322.childexemp,,0
30169.haschild,***,Y
39894.haschild,,Y
17042.lname,Danely,Danley
42321.gender,,F
3118.city,LAINE,BLAINE
12993.singleexemp,***,0
25921.state,R,AR
42349.zip,522e10,52210
2484.phone,22-6995,422-6995
9321.childexemp,d0,0
45666.state,L,AL
38264.marriedexemp,2600***,2600
4503.maritalstatus,,M
42703.singleexemp,s0,0
17406.childexemp,,0
19747.singleexemp,***,0
47147.gender,,F
44120.haschild,,N
17813.rate,6.1499996***,6.1499996
34031.maritalstatus,,S
36667.city,EAUMONT,BEAUMONT
36772.phone,180-6t685,180-6685
48276.state,AxK,AK
31284.maritalstatus,,S
36094.gender,,F
2894.fname,Xiangbzhen,Xiangzhen
22920.fname,Ruufs,Rufus
34364.singleexemp,c0,0
23992.state,DN,ND
15451.state,TC,CT
15611.gender,***,M
8411.haschild,***,Y
9552.state,E,DE
16380.childexemp,,0
26246.salary,t20000,20000
22794.singleexemp,s0,0
7088.maritalstatus,***,S
27773.fname,Anopo,Anoop
19822.childexemp,,0
27731.gender,iF,F
23230.salary,20000***,20000
38121.gender,rM,M
32870.salary,54000,45000
44228.areacode,80,480
48406.singleexemp,***,0
19728.state,CD,DC
16827.phone,262-8365,262-8356
44335.state,K,AK
12841.fname,Shgao,Shao
28205.zip,3906w6,39066
42792.marriedexemp,4500,24500
40880.childexemp,,0
45653.phone,366j-5289,366-5289
3890.phone,33-6050,363-6050
49309.rate,60.,6.0
17244.city,SAINT MARYSy CITY,SAINT MARYS CITY
17634.childexemp,,0
6607.zip,5395,85395
48044.childexemp,q0,0
39239.marriedexemp,7240,2740
48727.haschild,,N
12979.city,WINFAuLL,WINFALL
12497.maritalstatus,***,S
47850.rate,3.5637k16,3.563716
25750.childexemp,,0
22679.state,IR,RI
9865.zip,7167,37167
38988.areacode,761,716
17829.haschild,fN,N
3507.gender,***,M
11012.salary,000,5000
983.state,uDC,DC
654.salary,5000,75000
49173.haschild,,N
38734.city,CULmEBRA,CULEBRA
19498.fname,Edwyige,Edwige
38716.gender,,F
29483.city,WATERBUY,WATERBURY
42603.gender,***,F
1530.areacode,63m0,630
7461.phone,304-288,304-4288
46453.rate,.5,6.5
21893.childexemp,***,0
7381.rate,44,4.4
40062.city,ELABELL,ELLABELL
3691.rate,2i.3888888,2.3888888
12993.state,LA,AL
42299.singleexemp,***,0
16664.childexemp,***,0
31187.childexemp,***,0
11868.rate,30.,3.0
22777.rate,3.5636336,3.5636363
34692.state,CD,DC
19878.gender,fM,M
833.rate,7z.0,7.0
45479.zip,5458,45458
48570.state,LA,AL
10644.fname,Lyan,Lyman
7845.gender,tF,F
26763.city,BOSTNO,BOSTON
47109.salary,2000,20000
10645.state,L,AL
21793.city,NICKELSVILEL,NICKELSVILLE
7644.fname,iNek,Niek
49635.marriedexemp,2470,2740
45849.fname,kHosam,Hosam
9382.maritalstatus,***,S
14751.gender,,F
1718.phone,731w-4716,731-4716
47084.maritalstatus,,M
44898.gender,***,M
32014.gender,rF,F
8177.haschild,lY,Y
28031.marriedexemp,20,220
17341.state,A,VA
40977.city,EBAVERTON,BEAVERTON
10873.city,zSOUTHPORT,SOUTHPORT
4345.salary,350x00,35000
17322.fname,Mauon,Mauno
46201.lname,Setoller,Stoller
18651.lname,Gohve,Gove
34093.state,A,CA
35691.lname,Benseard,Bensard
35396.lname,Hrbane,Harbane
44074.state,pNJ,NJ
37440.city,MEDROA,MEDORA
11000.zip,1221,81221
7087.marriedexemp,202,220
41414.marriedexemp,2600***,2600
38493.gender,,M
9620.gender,,F
3917.state,CD,DC
46343.city,BOWEI,BOWIE
29083.state,C,DC
7213.zip,6750,67050
20579.salary,70000***,70000
28472.state,LA,AL
39222.state,R,AR
25033.childexemp,p0,0
44923.city,BLLINGS,BILLINGS
11394.childexemp,300,3300
5264.fname,Edurdus,Eduardus
41340.city,GUADILLA,AGUADILLA
40403.lname,Rohulicek,Rohlicek
3396.lname,rolokowski,Krolokowski
44666.salary,45000***,45000
38822.gender,***,F
30234.gender,,M
28316.childexemp,22,272
37840.salary,u55000,55000
22587.singleexemp,***,0
45475.marriedexemp,2704,2740
35182.singleexemp,o0,0
24932.phone,265-2868,256-2868
34146.marriedexemp,600,2600
22590.singleexemp,,0
41186.marriedexemp,,0
28655.marriedexemp,,0
2226.gender,***,M
36036.city,LONGFRD,LONGFORD
6672.city,BLANCHARyD,BLANCHARD
20703.state,AC,CA
41515.childexemp,***,0
20070.state,A,LA
30300.salary,25000***,25000
32126.phone,21k5-1070,215-1070
29473.gender,,F
35452.singleexemp,***,0
14552.singleexemp,f0,0
43078.childexemp,,0
36480.childexemp,***,0
42553.marriedexemp,150,7150
7289.areacode,096,906
33640.state,J,NJ
9772.rate,5.e3,5.3
49195.maritalstatus,***,S
26157.phone,16w7-6117,167-6117
26042.marriedexemp,***,0
40967.childexemp,e0,0
35020.state,NyJ,NJ
42447.childexemp,z0,0
1906.lname,aKbayashi,Kabayashi
33920.rate,1.382693t9,1.3826939
47790.childexemp,***,0
38793.areacode,03,703
46308.phone,9127-399,912-7399
2614.areacode,684,864
22942.state,IdA,IA
24510.marriedexemp,740,2740
22618.childexemp,,0
16706.fname,Ashuthosh,Ashutosh
10953.city,BOULzDER,BOULDER
7671.rate,2.1r61439,2.161439
48792.fname,Raky,Rayk
47776.fname,Natrain,Narain
17938.singleexemp,q0,0
21922.haschild,fY,Y
35697.city,BTHANY BEACH,BETHANY BEACH
18500.rate,.70,7.0
28396.areacode,65,765
18601.gender,lF,F
31380.maritalstatus,cM,M
31429.marriedexemp,,0
36387.singleexemp,l0,0
9790.gender,lF,F
22686.zip,8802,38802
33756.state,R,AR
38988.childexemp,,0
14432.state,wDC,DC
10146.gender,***,F
39958.haschild,eN,N
41295.fname,Swti,Swati
46994.singleexemp,***,0
11943.city,BEHTANY BEACH,BETHANY BEACH
17715.gender,***,F
7664.marriedexemp,e0,0
44163.singleexemp,2y100,2100
27731.childexemp,100g0,1000
99.phone,197-272,197-2272
25468.salary,9000,90000
9624.state,KaS,KS
29052.rate,o5.0,5.0
10064.zip,5b5431,55431
41093.childexemp,***,0
44329.marriedexemp,740,2740
28178.singleexemp,d0,0
22900.gender,***,F
47871.childexemp,,0
9262.city,LYMOUTH,PLYMOUTH
15347.singleexemp,***,0
44592.lname,Dmri,Demri
9883.rate,.00,0.0
14385.marriedexemp,20,220
25607.haschild,,N
28562.childexemp,***,0
23745.state,uCO,CO
23680.singleexemp,300,3300
17281.childexemp,,0
3981.haschild,***,Y
19625.gender,gF,F
7968.state,C,DC
42474.state,C,DC
26896.salary,15000***,15000
46242.city,BATTLE MOqUNTAIN,BATTLE MOUNTAIN
20481.singleexemp,g0,0
48309.city,BETHANY BEArCH,BETHANY BEACH
22201.gender,,M
20162.gender,,M
1494.maritalstatus,***,S
24129.gender,***,F
47850.gender,***,M
49427.city,LOGANTOwN,LOGANTON
37911.city,WINDSR,WINDSOR
23299.city,BXTER,BAXTER
43452.haschild,nN,N
21345.maritalstatus,,S
15974.lname,Jeluasity,Jelasity
18474.lname,Pouffray,Pouffary
7506.fname,Gin,Gian
49754.singleexemp,a0,0
11616.gender,mF,F
24739.rate,.0,0.0
35203.areacode,9m47,947
49023.rate,5.e0,5.0
17181.state,LA,AL
25470.lname,Mualtero,Mulatero
28055.haschild,nN,N
13348.state,JN,NJ
30627.state,CD,DC
16578.childexemp,a0,0
28489.fname,Girolaom,Girolamo
16612.gender,,F
14548.lname,cKinney,McKinney
32580.salary,50k00,5000
47391.fname,Mohb,Moheb
48311.haschild,***,Y
30698.childexemp,,0
27025.gender,oF,F
36273.gender,vM,M
39075.haschild,pY,Y
14354.gender,,F
19313.salary,0000,60000
26272.gender,***,F
44377.childexemp,***,0
6392.rate,3.70,3.07
34562.singleexemp,1000***,1000
9416.childexemp,,0
45723.haschild,***,N
42403.state,RA,AR
47858.rate,6.912586,6.9912586
3745.fname,Kauhide,Kazuhide
49634.gender,***,F
8421.state,CD,DC
7657.state,YN,NY
5126.zip,3656,36456
48432.maritalstatus,nS,S
15687.city,aBOUND BROOK,BOUND BROOK
28732.state,DS,SD
47010.state,CD,DC
29052.marriedexemp,24500***,24500
47229.state,K,AK
10962.areacode,61,561
11868.state,L,IL
2744.marriedexemp,,0
39635.singleexemp,r0,0
17025.salary,650v00,65000
36585.haschild,,Y
13511.city,BSTON,BOSTON
24781.gender,,F
44539.haschild,***,Y
38341.city,MEDICINE lLAKE,MEDICINE LAKE
18167.gender,,F
25014.singleexemp,***,0
27280.state,AkL,AL
15865.marriedexemp,22p0,220
10456.fname,amad,Hamad
24721.haschild,,Y
21223.city,BEAUOFRT,BEAUFORT
41253.maritalstatus,,S
48214.state,L,AL
42307.maritalstatus,***,S
36400.singleexemp,2000***,2000
23038.childexemp,000,1000
29081.marriedexemp,26b00,2600
13774.marriedexemp,2400,24500
301.rate,g7.8,7.8
22807.salary,5000,85000
23126.childexemp,***,0
31882.marriedexemp,,0
39586.zip,68044***,68044
1058.city,ERNO,RENO
41534.gender,,M
45053.marriedexemp,,0
48094.city,RnOCHESTER,ROCHESTER
21379.childexemp,***,0
11478.haschild,,Y
43414.childexemp,330,3300
41726.gender,jF,F
18477.state,YK,KY
37422.singleexemp,,0
19801.state,AuL,AL
14575.gender,iF,F
11274.zip,7125,71325
12046.marriedexemp,x0,0
15701.state,K,AK
46720.childexemp,,0
10124.marriedexemp,20,220
8794.areacode,52,252
48349.areacode,192,912
3060.salary,3500,35000
45594.rate,53.,5.3
6584.marriedexemp,x0,0
5610.lname,Jockly,Jockley
45946.marriedexemp,20,220
35977.state,C,DC
31385.city,BROAWATER,BROADWATER
33349.maritalstatus,***,M
38798.marriedexemp,27n40,2740
5156.fname,Freeidoon,Fereidoon
26651.childexemp,***,0
33238.childexemp,475,2475
46687.singleexemp,***,0
10186.salary,9500,95000
22474.fname,Sigbert,Siegbert
36798.gender,***,F
41783.singleexemp,k0,0
31829.gender,***,F
14055.state,rFL,FL
43819.areacode,30u2,302
29317.city,cRUBY,RUBY
33847.rate,.0,0.0
22567.singleexemp,x0,0
8234.singleexemp,***,0
4708.city,WAWARSIGN,WAWARSING
37537.zip,3893u5,38935
18966.salary,a60000,60000
35342.marriedexemp,2e4500,24500
25480.zip,1w505,1505
41897.singleexemp,***,0
27146.childexemp,,0
13417.rate,.3,5.3
28746.state,C,SC
17175.city,BLIOXI,BILOXI
36215.state,CD,DC
17605.singleexemp,70,700
11113.areacode,7u01,701
40590.city,OKLAHOA CITY,OKLAHOMA CITY
33601.fname,Sasrty,Sastry
15174.haschild,,N
27717.phone,679-6b590,679-6590
48333.state,AP,PA
7402.city,BOqRDELONVILLE,BORDELONVILLE
3162.city,PARS,PARIS
20762.state,D,ID
12106.state,uDC,DC
20435.city,WINCHENDON SPRINSG,WINCHENDON SPRINGS
6907.marriedexemp,,0
45712.salary,30000***,30000
14265.salary,30000***,30000
18922.state,LA,AL
49183.marriedexemp,,0
36395.marriedexemp,2704,2740
25165.state,LA,AL
29677.state,CS,SC
35966.phone,74o5-8195,745-8195
46277.singleexemp,,0
12096.state,NM,MN
48042.marriedexemp,202,220
2283.salary,3v5000,35000
46733.zip,28713,28731
2534.fname,Ross***,Ross
28483.city,IWABIK,BIWABIK
33127.marriedexemp,,0
11089.haschild,***,Y
36918.singleexemp,l0,0
3484.city,WASHINGTON NAVY gYARD,WASHINGTON NAVY YARD
37052.state,KA,AK
17538.haschild,,Y
11696.marriedexemp,280,2080
35980.gender,***,M
19487.marriedexemp,,0
4150.city,SALT AKE CITY,SALT LAKE CITY
27148.areacode,47o8,478
33241.zip,54602,54620
16274.lname,dBolzoni,Bolzoni
23752.areacode,j989,989
21680.singleexemp,x0,0
45570.singleexemp,r0,0
8626.fname,Urusla,Ursula
19784.haschild,***,Y
4327.lname,Akde,Ade
12739.gender,***,F
20606.singleexemp,***,0
31547.state,WiI,WI
40565.marriedexemp,2600***,2600
41585.singleexemp,,0
28247.marriedexemp,o0,0
42216.areacode,62,662
4817.haschild,aY,Y
25853.city,SgIMS,SIMS
22929.salary,3000z0,30000
3941.lname,Wxinograd,Winograd
44047.singleexemp,,0
35705.marriedexemp,b2740,2740
8567.salary,01000,10000
434.fname,aSydean,Saydean
18708.fname,Lobkel,Lobel
16313.rate,k7.0,7.0
32921.haschild,,N
1721.maritalstatus,***,M
48377.areacode,97,937
6484.lname,Gicmarc,Gimarc
1846.childexemp,,0
13846.childexemp,x0,0
49734.marriedexemp,42d00,4200
45813.state,H,OH
12136.marriedexemp,z220,220
31198.childexemp,,0
5568.gender,,F
37047.maritalstatus,***,M
13577.state,S,MS
5513.state,A,PA
5247.phone,188-033,188-7033
15684.childexemp,3g300,3300
47300.zip,76556,67556
34446.marriedexemp,20,220
17127.state,LF,FL
3921.state,DS,SD
22059.marriedexemp,20p6,206
38254.city,OSLER,BOSLER
48501.state,E,DE
6710.marriedexemp,22s0,220
15059.maritalstatus,,M
305.fname,Muzong,Muzhong
1707.zip,4058,40058
29303.childexemp,i0,0
39241.city,OISE,BOISE
12061.rate,.0,0.0
31613.city,BDEFORD,BEDFORD
43713.city,BLUE GRSAS,BLUE GRASS
23724.salary,50v000,50000
45061.phone,186-609,186-2609
23613.marriedexemp,***,0
7456.maritalstatus,,M
17377.state,CD,DC
5361.marriedexemp,18,318
11747.singleexemp,***,0
9946.haschild,***,Y
24491.singleexemp,100,1000
43054.areacode,410,401
32888.salary,80000***,80000
49174.haschild,uN,N
41809.maritalstatus,,M
25354.state,LA,AL
15371.fname,Dara,Daria
2537.fname,Haneen,Hanene
36910.gender,,F
30532.childexemp,,0
46942.city,END,BEND
41044.gender,qF,F
39452.phone,15-7517,815-7517
40850.marriedexemp,274d0,2740
32776.marriedexemp,2704,2740
34896.gender,sF,F
29623.lname,Haljpern,Halpern
37632.marriedexemp,y0,0
27618.haschild,***,Y
42660.rate,i3.0,3.0
4628.lname,Klimech,Klimesch
34841.city,BODOINHAM,BOWDOINHAM
22081.singleexemp,***,0
9518.childexemp,,0
41528.marriedexemp,4500***,4500
46794.marriedexemp,o2600,2600
32377.maritalstatus,nM,M
30956.salary,5000,15000
37270.state,R,AR
32671.gender,uF,F
46164.state,CD,DC
30323.phone,981-4952,981-4925
43542.singleexemp,o0,0
48658.phone,813-6234,183-6234
17205.city,BILLNGS,BILLINGS
14223.fname,Sangutehvar,Sanguthevar
13675.singleexemp,,0
10615.phone,8946583,894-6583
38132.childexemp,i0,0
13320.rate,6.g0,6.0
49426.singleexemp,***,0
23764.childexemp,3o300,3300
38339.singleexemp,,0
42722.singleexemp,m0,0
43581.phone,50w2-8293,502-8293
1298.gender,***,M
47815.childexemp,,0
33543.city,BAYAMNO,BAYAMON
29330.singleexemp,***,0
28179.state,JN,NJ
46706.childexemp,***,0
32679.phone,677-2299***,677-2299
34750.phone,336-589,336-7589
16683.singleexemp,n0,0
22040.city,BITINGER,BITTINGER
23987.phone,9847-382,984-7382
45533.city,BISS,BLISS
33761.childexemp,j0,0
47760.city,SwCOBEY,SCOBEY
14842.zip,50762,57062
18470.marriedexemp,20,220
21656.city,LOGDSEN,LOGSDEN
12555.lname,Beiads,Beidas
37026.gender,dM,M
18647.marriedexemp,080,2080
38275.salary,50000***,50000
28197.singleexemp,***,0
23821.singleexemp,***,0
16468.maritalstatus,,S
46915.maritalstatus,,S
8330.haschild,jY,Y
17833.marriedexemp,2b20,220
6412.salary,70000***,70000
20671.zip,63718,63178
32224.childexemp,***,0
17083.singleexemp,,0
11889.state,Y,NY
37856.state,C,DC
42667.singleexemp,,0
5912.state,DnC,DC
38664.state,RP,PR
32427.areacode,40h2,402
39844.singleexemp,,0
15744.city,BOSOTN,BOSTON
5140.fname,Bryanut,Bryant
34560.singleexemp,k0,0
40381.state,RA,AR
26902.state,CD,DC
27652.city,EYLLOW SPRING,YELLOW SPRING
49869.singleexemp,,0
37341.areacode,791,719
45832.city,OISE,BOISE
47628.phone,489-5234,849-5234
7142.city,WASINGTON,WASHINGTON
21652.phone,129-451,129-7451
43871.state,K,AK
41632.city,BETON,BENTON
34769.childexemp,3030,3300
29270.rate,4.5,4.05
30048.zip,z685,685
37249.gender,,M
41437.childexemp,***,0
47616.state,LA,AL
45931.phone,908-98u46,908-9846
32952.city,CHAPILN,CHAPLIN
27646.city,SUTILAND,SUITLAND
30224.singleexemp,,0
9185.maritalstatus,zM,M
8487.gender,,F
12822.rate,4.967568,4.967658
29125.maritalstatus,hS,S
42809.maritalstatus,***,S
42154.marriedexemp,,0
42183.childexemp,,0
41966.marriedexemp,2400,24500
41379.singleexemp,,0
29323.fname,Nebvin,Nevin
41080.childexemp,,0
32492.childexemp,***,0
43030.maritalstatus,,S
24610.maritalstatus,,S
26941.childexemp,f0,0
19883.phone,233-5588***,233-5588
41811.city,hVAUCLUSE,VAUCLUSE
23991.haschild,***,Y
9006.state,CD,DC
49471.childexemp,***,0
7488.singleexemp,a0,0
16487.city,BODURANT,BONDURANT
21177.childexemp,***,0
20670.fname,Deinz,Deniz
7026.haschild,fY,Y
12551.phone,701x-6553,701-6553
11903.rate,.00,0.0
46807.childexemp,190,1900
727.singleexemp,v0,0
47089.state,MN,NM
24454.childexemp,,0
41996.salary,25u000,25000
44838.city,BIbRMINGHAM,BIRMINGHAM
49317.areacode,75,775
38060.maritalstatus,bS,S
36953.rate,.45,6.45
8509.zip,22636,26236
37357.phone,550h-2981,550-2981
10318.city,FARMiINGTON,FARMINGTON
41463.singleexemp,70,700
17656.state,IM,MI
49620.rate,.7939067,4.7939067
29050.fname,Chioang,Chiang
33696.singleexemp,450r0,4500
21211.marriedexemp,600,6600
48558.state,gAR,AR
17950.zip,95843,59843
4348.lname,ungen,Jungen
5421.marriedexemp,t0,0
27097.singleexemp,1004,1040
21387.fname,Mungwhan,Myungwhan
28776.fname,ila,Gila
8996.gender,***,M
35986.gender,jF,F
1577.state,CD,DC
29812.maritalstatus,***,S
2858.singleexemp,3b575,3575
39904.phone,835-3534,853-3534
36328.state,V,NV
38304.gender,,F
3283.marriedexemp,660s0,6600
44540.phone,010-8897,100-8897
3073.childexemp,t0,0
9725.areacode,63,763
9344.salary,5000***,5000
46534.city,BoLOOMFIELD,BLOOMFIELD
23918.singleexemp,***,0
2372.salary,56000,65000
26849.childexemp,,0
1639.city,ENRY,HENRY
38987.gender,,F
17851.rate,.35,3.35
48454.city,BISAMRCK,BISMARCK
35314.salary,65000***,65000
4992.gender,,M
3967.rate,6.48,6.84
39554.lname,oti,Goti
45560.rate,5.59,5.95
13794.childexemp,90n0,900
47848.childexemp,,0
21191.city,KAMyUELA,KAMUELA
49094.rate,70,7.0
2972.childexemp,1b03,103
31672.maritalstatus,,S
1971.state,oAR,AR
2939.state,C,DC
32758.gender,kF,F
41095.marriedexemp,,0
31433.gender,lF,F
26845.phone,741-901,741-9901
33781.singleexemp,l0,0
3800.lname,oint,Toint
37675.fname,Mezinhard,Meinhard
39078.fname,tPasquale,Pasquale
5360.areacode,3w07,307
13622.state,xAL,AL
47026.state,L,AL
29590.childexemp,,0
49795.state,kWI,WI
33682.singleexemp,***,0
21571.singleexemp,,0
32798.gender,aF,F
32771.singleexemp,b0,0
31255.childexemp,***,0
46892.salary,g70000,70000
7497.rate,6a.0,6.0
38885.salary,850m00,85000
36072.lname,Biiere,Bisiere
25455.gender,,M
34203.state,AsR,AR
26268.city,GREATBEND,GREAT BEND
5962.state,yDC,DC
14786.childexemp,,0
38447.city,BERgEA,BEREA
33071.childexemp,170,1370
20766.maritalstatus,***,M
46571.city,BIGqHORN,BIGHORN
41445.singleexemp,,0
11617.childexemp,2n0,20
30842.city,BhISHOPVILLE,BISHOPVILLE
38371.salary,7500,75000
4386.salary,7h5000,75000
38431.state,L,AL
32445.marriedexemp,270,2740
19066.zip,1577,51577
28404.haschild,***,N
34189.gender,fF,F
38690.childexemp,***,0
8772.areacode,662***,662
23774.areacode,041,401
48010.phone,80u4-3062,804-3062
32358.state,AdR,AR
25570.marriedexemp,2470,2740
25400.city,BLLEVUE,BELLEVUE
21778.childexemp,***,0
17783.singleexemp,z0,0
39523.areacode,80b8,808
13856.gender,,F
20981.maritalstatus,lS,S
9837.zip,9793,97903
32109.phone,637-398,637-3098
20360.singleexemp,v0,0
39452.gender,***,M
43561.areacode,880,808
43241.city,FOT MCDOWELL,FORT MCDOWELL
13173.state,A,PA
39805.state,lAL,AL
43948.maritalstatus,,S
39845.lname,Tap,Tapp
18063.state,IH,HI
2428.gender,***,F
10639.rate,.0,3.0
42275.haschild,***,Y
17635.singleexemp,***,0
4030.haschild,***,N
21832.maritalstatus,***,S
15822.zip,96739,96793
9607.fname,Marouwn,Maroun
13544.fname,Tingtng,Tingting
3339.city,DUALL,DUVALL
21587.state,M,NM
37152.fname,Setlana,Svetlana
18998.childexemp,,0
24488.maritalstatus,***,M
14295.singleexemp,e40,40
20655.gender,,F
41158.gender,yM,M
23545.gender,***,F
42896.gender,jM,M
1709.haschild,***,Y
1741.singleexemp,850,2850
17924.singleexemp,,0
22905.maritalstatus,uS,S
46189.marriedexemp,260v0,2600
40888.city,BEBEE,BEEBE
23396.childexemp,,0
40467.childexemp,i0,0
25965.childexemp,,0
28947.lname,zErmel,Ermel
34721.fname,Giordnao,Giordano
31300.gender,dM,M
34640.state,DsC,DC
33420.lname,Blutghen,Bluthgen
36313.haschild,,Y
30472.city,BELPER,BELPRE
26762.singleexemp,24r00,2400
