621.zip,76908,76098
2428.salary,5000,25000
824.childexemp,p0,0
13140.state,C,DC
15438.childexemp,q0,0
14741.maritalstatus,***,M
7225.state,EM,ME
6135.rate,4.4710732,4.4170732
10508.state,DqC,DC
18896.marriedexemp,381,318
18194.fname,Knwadee,Kunwadee
13986.singleexemp,100,1040
17981.marriedexemp,20e80,2080
2544.marriedexemp,n0,0
7284.salary,650k00,65000
16286.childexemp,b0,0
9855.haschild,,Y
569.areacode,r302,302
12143.childexemp,k0,0
15973.singleexemp,100v0,1000
2341.childexemp,***,0
15690.state,EN,NE
11895.areacode,337***,337
15317.maritalstatus,***,S
12681.city,CtOLUMBUS,COLUMBUS
17370.rate,3r.6,3.6
18232.marriedexemp,48k00,4800
13397.state,KO,OK
19993.marriedexemp,,0
14346.singleexemp,1000***,1000
2185.city,SYsKESTON,SYKESTON
7835.state,CD,DC
13748.areacode,41,401
13815.city,BROOFIELD,BROOKFIELD
13439.maritalstatus,dM,M
5091.salary,20000***,20000
4058.haschild,***,Y
5588.city,ANSHUA,NASHUA
2211.rate,90.,9.0
11573.maritalstatus,,S
12158.marriedexemp,4500***,4500
18878.marriedexemp,***,0
15176.fname,Pualine,Pauline
17915.childexemp,***,0
14543.gender,***,F
79.gender,,F
9865.lname,Dibold,Diebold
16002.lname,Kusik,Klusik
15056.salary,9500,95000
1147.areacode,3e02,302
4931.gender,***,F
5703.city,FORTn BELVOIR,FORT BELVOIR
11806.state,AM,MA
1219.city,REXFODR,REXFORD
6653.zip,75921,79521
4401.maritalstatus,bS,S
3953.areacode,d843,843
17047.childexemp,,0
4583.marriedexemp,j0,0
6054.phone,657-5012,657-5102
11799.state,C,DC
5997.state,DmC,DC
7340.salary,60500,65000
12624.state,NwY,NY
5238.haschild,,Y
15399.phone,162-448,162-4448
2372.lname,Lpuckham,Luckham
1774.marriedexemp,20b00,2000
15179.singleexemp,,0
15481.city,fAURORA,AURORA
19339.marriedexemp,***,0
4436.city,PONE,PONCE
12018.phone,900-73z54,900-7354
11186.fname,Timann,Tilmann
16033.childexemp,,0
10805.city,BRSITOL,BRISTOL
3698.areacode,20,620
11791.areacode,60,860
15981.state,CD,DC
10384.marriedexemp,20,220
3578.rate,.00,0.0
5909.salary,e90000,90000
16786.singleexemp,21g00,2100
10045.salary,80000***,80000
18474.childexemp,3c300,3300
10824.childexemp,,0
2848.city,RFF,ROFF
11236.areacode,25,225
10638.marriedexemp,2e740,2740
19676.lname,Danvner,Danner
5579.state,DM,MD
417.city,MURFREESOBRO,MURFREESBORO
19949.fname,dDerrell,Derrell
11323.fname,Shianvyow,Shianyow
3083.childexemp,***,0
9113.salary,8000,80000
19164.gender,qF,F
15444.maritalstatus,***,M
18020.areacode,z870,870
1640.lname,Abduvlazizoglu,Abdulazizoglu
1164.gender,***,F
3977.childexemp,,0
7159.phone,134-7175,134-7157
4178.marriedexemp,800,4800
16738.childexemp,***,0
12134.rate,5.57,5.75
8532.marriedexemp,f220,220
7112.zip,b20088,20088
13885.state,AC,CA
19004.city,BRUMLYE,BRUMLEY
6276.singleexemp,200,2000
12676.marriedexemp,260a0,2600
9808.gender,vM,M
13534.gender,,F
5246.haschild,***,N
18469.city,FAeIRBANKS,FAIRBANKS
17843.state,sDC,DC
9939.singleexemp,1004,1040
8521.state,bCO,CO
7.phone,222-873a7,222-8737
5573.state,dCO,CO
13170.marriedexemp,20,220
733.fname,Xbo,Xubo
18730.state,ED,DE
19508.singleexemp,104c0,1040
2254.gender,dF,F
1603.zip,57p235,57235
16350.phone,242-1801,242-1081
17674.rate,2.196876,2.1096876
11533.state,cMT,MT
18555.singleexemp,1s59,159
15167.salary,90000***,90000
16222.singleexemp,***,0
14818.salary,2000,20000
3838.childexemp,y0,0
11620.childexemp,y0,0
8895.childexemp,f0,0
4831.city,NEWBURHG,NEWBURGH
19678.state,RA,AR
9689.city,CACSADE,CASCADE
19728.marriedexemp,740,2740
18943.singleexemp,***,0
16242.singleexemp,***,0
18243.state,T,CT
19483.city,BOIE,BOWIE
3323.rate,38,3.8
19565.city,jCAPRON,CAPRON
3924.zip,60j444,60444
16156.state,CD,DC
13994.haschild,***,Y
14112.maritalstatus,***,S
11261.childexemp,,0
9940.phone,22-97544,229-7544
15661.state,D,MD
9491.phone,891-9r023,891-9023
2939.childexemp,***,0
19600.singleexemp,r0,0
17328.city,CADWELL,CALDWELL
12643.areacode,10,910
607.areacode,03,603
5152.singleexemp,040,1040
17705.gender,***,F
9239.childexemp,***,0
736.gender,***,F
8747.singleexemp,,0
4849.lname,Maber,Manber
16836.marriedexemp,0,40
18180.gender,***,F
5525.phone,735-221,735-1221
15363.state,uDC,DC
12154.rate,70,7.0
4571.singleexemp,***,0
11355.zip,z54805,54805
1186.zip,42802,48202
15400.phone,626-4420,662-4420
9354.city,BOARDdMAN,BOARDMAN
15620.childexemp,000,3000
13040.gender,bM,M
2716.marriedexemp,74,174
7321.lname,Jjosten,Josten
16508.haschild,bN,N
2492.state,TC,CT
6013.marriedexemp,2500,24500
18284.marriedexemp,22o0,220
11379.city,SOUTH SEAVLLE,SOUTH SEAVILLE
10539.city,BRIDGEAWTER,BRIDGEWATER
12888.phone,235-721,235-7221
4297.marriedexemp,22z0,220
19387.state,ZA,AZ
7346.state,E,DE
6240.areacode,03,303
9106.areacode,64j1,641
8495.phone,9937-541,993-7541
14823.salary,5u000,5000
17934.singleexemp,130,103
748.phone,23-4529,253-4529
9704.state,DhC,DC
13255.city,CvROOKS,CROOKS
15950.phone,280-20y90,280-2090
15242.state,DhC,DC
5536.state,wDC,DC
8333.city,CARROLLgTON,CARROLLTON
12021.singleexemp,g0,0
13958.state,TC,CT
12590.city,BUREK,BURKE
18519.lname,uQreshi,Qureshi
9950.singleexemp,1004,1040
14739.gender,***,F
6958.state,TC,CT
4248.salary,10500,15000
1442.gender,***,F
7583.lname,Goslincg,Gosling
10493.childexemp,v0,0
10019.areacode,01,701
9303.singleexemp,t0,0
15008.state,T,CT
7274.state,V,NV
18515.marriedexemp,,0
2685.rate,60.,6.0
9628.singleexemp,,0
12756.lname,Kenightly,Knightly
17214.salary,95000***,95000
17652.city,BOWERSVILLE***,BOWERSVILLE
19368.marriedexemp,380m0,3800
7333.maritalstatus,jS,S
15271.haschild,,Y
15545.zip,19429,19492
19838.salary,3500,35000
7901.gender,dM,M
7243.haschild,dY,Y
8864.phone,523-1795,523-1975
14693.marriedexemp,2o20,220
10384.phone,68-1246,668-1246
3083.state,T,CT
18158.singleexemp,i0,0
3307.singleexemp,v0,0
485.zip,6114***,6114
16932.marriedexemp,600,6200
16234.state,YW,WY
4395.zip,8480,58480
7900.lname,ilde,Milde
6700.marriedexemp,420q0,4200
1683.zip,1989,19889
8172.areacode,j630,630
15143.marriedexemp,20,220
8783.singleexemp,f0,0
6305.haschild,***,N
5166.salary,100u00,10000
6154.city,BURLINGTOnN,BURLINGTON
5651.zip,82,682
6303.maritalstatus,,S
19495.maritalstatus,***,M
9314.childexemp,,0
4165.areacode,85,785
7708.childexemp,r0,0
12971.marriedexemp,400,4200
4465.gender,***,F
12726.city,CARSON CTIY,CARSON CITY
10256.lname,Gibbhens,Gibbens
14962.singleexemp,v0,0
8963.gender,,M
2847.maritalstatus,***,S
4339.fname,Antonjia,Antonija
5727.gender,***,F
3034.state,jRI,RI
11228.childexemp,y0,0
4839.phone,1761018,176-1018
16011.marriedexemp,,0
12376.maritalstatus,,M
1560.lname,Hambuger,Hamburger
18315.salary,30500,35000
13315.gender,zF,F
1857.city,ARROYO pHONDO,ARROYO HONDO
17566.salary,8k5000,85000
18460.gender,sM,M
18540.singleexemp,,0
7437.state,bCT,CT
7692.singleexemp,***,0
13890.gender,gF,F
18944.haschild,qY,Y
19389.gender,,F
11103.city,CEAR CITY,CEDAR CITY
18706.rate,6.92c36393,6.9236393
16693.zip,773,5773
1169.haschild,tY,Y
8590.areacode,90,970
3315.childexemp,***,0
15123.gender,***,F
19061.lname,Lichnewsyk,Lichnewsky
16570.rate,40.555553,4.0555553
11334.marriedexemp,24050,24500
10615.marriedexemp,2704,2740
16844.marriedexemp,3000***,3000
11043.gender,kM,M
10333.city,ANDO,CANDO
9526.childexemp,o0,0
19995.areacode,18,318
19166.state,C,DC
2158.areacode,320,302
10893.maritalstatus,,M
7183.fname,Irs,Iris
13654.marriedexemp,f220,220
8018.areacode,71z6,716
10793.rate,3.i5,3.5
1037.fname,Magareta,Margareta
19985.marriedexemp,260h0,2600
16339.gender,mF,F
4070.phone,518-a3179,518-3179
13267.haschild,***,N
2523.areacode,55,505
8959.haschild,rN,N
17503.childexemp,j0,0
7543.fname,Renere,Renee
5453.fname,Boyng,Byong
9977.state,VrA,VA
8097.phone,737-635,737-6235
12353.marriedexemp,e220,220
9033.childexemp,***,0
18383.state,CD,DC
19235.state,C,DC
5783.maritalstatus,,S
18882.childexemp,s0,0
13638.childexemp,,0
14250.marriedexemp,0280,2080
19585.zip,89b045,89045
16965.city,CADDOG AP,CADDO GAP
4051.maritalstatus,,S
15135.salary,350v00,35000
6993.gender,fF,F
4767.state,T,CT
9057.phone,166-4677***,166-4677
17260.state,JN,NJ
7618.zip,4830p8,48308
10777.areacode,315,351
14373.rate,.6765733,6.6765733
11320.singleexemp,***,0
6042.zip,2688,29688
8347.childexemp,,0
464.gender,***,M
19442.phone,28i0-2293,280-2293
3332.city,CABO ROJwO,CABO ROJO
8837.zip,81303,81330
14605.singleexemp,1000***,1000
18798.childexemp,q0,0
14971.fname,Mehrdda,Mehrdad
2005.gender,***,F
9642.singleexemp,d0,0
17118.haschild,uN,N
8043.areacode,07,907
13075.marriedexemp,m3800,3800
15539.zip,3886j5,38865
1066.rate,w4.75,4.75
6356.singleexemp,***,0
18042.fname,Tjahxjadi,Tjahjadi
18339.gender,***,F
1732.salary,70u000,70000
16098.gender,fF,F
15491.city,LAS VEGiAS,LAS VEGAS
14279.state,RA,AR
12719.gender,,F
13559.fname,Karcthick,Karthick
17477.state,SM,MS
18440.state,EM,ME
17655.lname,Macin,Machin
738.fname,Msaakatu,Masakatu
1060.state,CD,DC
19766.gender,,F
12888.gender,,M
7426.rate,00,0.0
18523.singleexemp,,0
11490.marriedexemp,300,3000
8271.state,TC,CT
3220.lname,all,Rall
15710.gender,***,F
11573.state,Z,AZ
10943.childexemp,***,0
762.haschild,,Y
16900.marriedexemp,1200,12000
6249.areacode,02,702
9872.childexemp,,0
5337.state,iDC,DC
13802.haschild,***,Y
10462.gender,,F
1763.singleexemp,f0,0
10576.rate,53.,5.3
4710.marriedexemp,3c000,3000
5784.areacode,041,401
19679.marriedexemp,f3000,3000
15047.city,BRTATLEBORO,BRATTLEBORO
8311.state,AsZ,AZ
11497.childexemp,y0,0
19368.city,BOZEAN,BOZEMAN
16356.state,N,TN
18369.city,BuUZZARDS BAY,BUZZARDS BAY
14921.state,A,CA
12423.state,AgZ,AZ
18699.areacode,580,508
10999.lname,Pecsh,Pesch
14814.salary,52000,25000
17647.lname,Nagno,Nagano
6378.city,ROCHuDALE,ROCHDALE
19685.childexemp,,0
3429.zip,8817,48817
2211.childexemp,***,0
9197.state,T,CT
10705.childexemp,z0,0
2708.salary,10000,100000
16897.childexemp,***,0
10842.singleexemp,100,1000
2263.singleexemp,1000***,1000
14947.gender,***,F
2713.phone,35-4739,358-4739
14084.zip,32m614,32614
5153.marriedexemp,66s00,6600
18112.lname,Riccnoe,Riccone
1648.fname,Takehiot,Takehito
3384.phone,442-755,442-7555
18981.marriedexemp,42s00,4200
243.maritalstatus,***,M
13671.singleexemp,***,0
4712.state,IoD,ID
9781.rate,70,7.0
14720.marriedexemp,,0
11461.phone,37-5473,937-5473
12705.singleexemp,100,1040
8698.singleexemp,100,1000
8379.marriedexemp,1800***,1800
15806.marriedexemp,24500***,24500
18616.rate,93.,9.3
15760.gender,***,F
1355.areacode,30v1,301
4274.zip,k5442,5442
8098.singleexemp,,0
1322.salary,55000***,55000
10974.city,BOSWTICK,BOSTWICK
11624.marriedexemp,20,220
5902.childexemp,***,0
4852.city,URNS,BURNS
15386.state,CxT,CT
1903.city,BURSH,BRUSH
6135.haschild,tY,Y
6287.city,HONLULU,HONOLULU
11923.salary,c50000,50000
18002.singleexemp,***,0
15790.childexemp,e0,0
14922.areacode,c419,419
10367.city,WIHCITA,WICHITA
13073.lname,Vietzse,Vietze
10988.childexemp,g0,0
17124.state,fCO,CO
6105.childexemp,,0
15677.singleexemp,,0
11426.phone,497-5890,479-5890
14625.state,CuT,CT
18598.lname,Annto,Annot
19435.gender,lF,F
261.state,CD,DC
1946.singleexemp,***,0
17293.phone,4916839,491-6839
8330.childexemp,u0,0
8771.city,CARSONC ITY,CARSON CITY
14097.rate,50.,5.0
1617.phone,47-14711,471-4711
4093.marriedexemp,0,40
16218.state,CD,DC
10754.phone,882-694,882-6964
13306.singleexemp,x20,20
6861.areacode,n316,316
5097.state,DuC,DC
17216.lname,Scihel,Schiel
7265.state,T,CT
13963.state,DM,MD
4749.city,TOLSTgOY,TOLSTOY
6466.zip,5773,57073
7772.marriedexemp,2450,24500
5926.singleexemp,10b3,103
13515.marriedexemp,3t18,318
19643.lname,Peto,Peot
15374.haschild,,N
12961.maritalstatus,***,S
19814.marriedexemp,0,40
4618.marriedexemp,300,3000
4138.singleexemp,100,1000
7023.marriedexemp,q0,0
6056.marriedexemp,04,40
18772.childexemp,***,0
1045.lname,aAshley,Ashley
13283.salary,5000,25000
12683.areacode,02,302
16646.haschild,,Y
13740.fname,Jtuyoung,Juyoung
6462.childexemp,***,0
4953.gender,lM,M
10970.city,BURLINGTbON,BURLINGTON
991.marriedexemp,c6600,6600
10493.city,lBRANDT,BRANDT
9129.phone,690-3825,690-3285
13759.maritalstatus,dS,S
5252.haschild,,N
4528.singleexemp,210,2100
12736.salary,5000,55000
17371.gender,dM,M
17928.rate,00,0.0
13764.fname,Masanroi,Masanori
13819.state,uOR,OR
19642.fname,Shigeao,Shigeo
16282.lname,Zschche,Zschoche
7178.city,BURLINrGTON,BURLINGTON
12118.rate,.9,6.9
12626.singleexemp,1400,1040
2562.marriedexemp,g0,0
14138.childexemp,***,0
16631.singleexemp,,0
7021.city,NORTH CHATHAzM,NORTH CHATHAM
15303.childexemp,,0
14002.state,TC,CT
12825.gender,***,F
5225.lname,ubsam,Rubsam
17038.city,WHITIER,WHITTIER
17297.marriedexemp,2u740,2740
7851.state,uDC,DC
16661.state,ZA,AZ
17305.city,CENTER PONT,CENTER POINT
11254.singleexemp,240,2400
3260.phone,154-6878,154-6887
3884.salary,5000,65000
8778.zip,7701,87701
10608.rate,2.45245,2.451245
6682.fname,Lemiing,Leiming
10763.maritalstatus,***,S
9919.salary,75e000,75000
8386.city,CARRZIOZO,CARRIZOZO
5674.lname,Lacne,Lance
5530.zip,50456,50546
14640.marriedexemp,4080,4800
18046.gender,***,F
8416.gender,jF,F
8895.fname,cTimothy,Timothy
2643.singleexemp,10c00,1000
3986.haschild,,N
5262.state,C,DC
4555.gender,iF,F
3524.maritalstatus,xS,S
18170.gender,cF,F
12059.haschild,,Y
5449.city,VICKSBURgG,VICKSBURG
12118.lname,Graeqb,Graeb
18160.marriedexemp,7i150,7150
3116.state,mDC,DC
9663.areacode,h952,952
17578.salary,9500,95000
11015.singleexemp,,0
17611.marriedexemp,,0
7933.zip,777,2777
8006.marriedexemp,3x800,3800
11260.zip,8222,2822
18912.state,CsO,CO
13398.haschild,jY,Y
12224.maritalstatus,,S
19715.lname,eke,Beke
8969.zip,401,4011
4188.lname,Scoltes,Scholtes
685.state,A,MA
12167.lname,Marejta,Marjeta
12406.gender,uF,F
3521.areacode,g931,931
3604.state,CdT,CT
13845.state,D,ID
7984.phone,822-1s184,822-1184
18004.marriedexemp,20,220
17810.fname,Irmturaut,Irmtraut
4047.state,CqT,CT
11995.gender,***,F
13923.singleexemp,***,0
1851.fname,Balkrihsna,Balkrishna
16471.state,CD,DC
4715.areacode,19,719
11869.state,TC,CT
9062.singleexemp,03,103
12061.rate,w0.0,0.0
12106.state,aDC,DC
8576.gender,iF,F
11279.city,RIGHTWOOD,BRIGHTWOOD
4554.gender,***,F
8434.rate,5.444447,5.4444447
12595.childexemp,,0
14428.state,OC,CO
12122.state,CD,DC
15498.marriedexemp,04,40
15199.areacode,02,802
5812.singleexemp,p12750,12750
3984.maritalstatus,,M
4415.gender,yF,F
10903.state,T,CT
13444.state,DyC,DC
10329.city,CANTdON,CANTON
3894.state,OC,CO
7780.phone,26-9935,286-9935
1018.zip,84501,84510
15704.state,ZA,AZ
11269.lname,D''Hotn,D''Hont
1267.salary,100000***,100000
14711.singleexemp,000,1000
17605.phone,928-159,928-1259
14687.lname,Baued,Baud
16994.areacode,30,360
90.marriedexemp,***,0
9228.state,eCO,CO
18621.lname,Lappalaiinen,Lappalainen
610.areacode,37,307
9376.city,CEBOmLLA,CEBOLLA
15420.phone,79-7185,799-7185
1817.zip,5731,52731
2625.singleexemp,b0,0
19004.marriedexemp,i4200,4200
10312.rate,.78,7.8
15265.state,mCA,CA
7498.state,lCT,CT
18617.fname,effry,Jeffry
2988.state,HN,NH
10542.salary,5000,35000
7887.lname,Lvoato,Lovato
17019.marriedexemp,240,2740
17962.gender,,F
13693.marriedexemp,,0
18419.zip,64374,64734
9922.marriedexemp,2400,4200
19874.gender,zF,F
12535.maritalstatus,***,S
12398.fname,Rupdi,Rudi
17785.rate,.50,5.0
8115.gender,,F
7943.maritalstatus,***,M
14531.lname,Haznear,Haznedar
15628.gender,cF,F
8022.state,TC,CT
2945.state,TC,CT
17366.haschild,,N
13333.childexemp,,0
4927.haschild,,Y
16368.areacode,f203,203
5954.gender,wF,F
7923.childexemp,,0
18872.gender,,M
19466.childexemp,***,0
6799.phone,517-576,517-5976
18531.childexemp,***,0
14647.state,OC,CO
2513.marriedexemp,2008,2080
9873.areacode,937,973
6603.salary,90500,95000
4315.marriedexemp,740,2740
6549.city,BLANCgHESTER,BLANCHESTER
16073.state,AjZ,AZ
15098.zip,8937,80937
18532.city,CLARKDALbE,CLARKDALE
6288.city,OHKAY OvWINGEH,OHKAY OWINGEH
5501.zip,21d023,21023
11727.salary,0000,70000
14274.singleexemp,1000***,1000
18873.marriedexemp,274q0,2740
1085.gender,,F
3598.lname,fUlema,Ulema
17499.lname,iranker,Miranker
4290.phone,700-368,700-3628
11790.areacode,v505,505
12367.singleexemp,***,0
3238.state,DlC,DC
13750.marriedexemp,***,0
10322.singleexemp,,0
5844.gender,,M
19275.marriedexemp,4r0,40
6792.lname,Chiner,Cheiner
7426.childexemp,e0,0
5385.salary,75000***,75000
19435.singleexemp,040,1040
6557.fname,Kyoihi,Kyoichi
1935.salary,5000,65000
1875.childexemp,72,272
16083.state,TC,CT
1502.singleexemp,310u0,3100
14492.marriedexemp,500,5700
18974.state,C,DC
18515.haschild,***,N
16661.marriedexemp,200,4200
10183.singleexemp,300,3300
19030.city,CxARSON CITY,CARSON CITY
9616.zip,6819,68179
10664.marriedexemp,18p00,1800
2936.state,EN,NE
10640.phone,15z1-1680,151-1680
14187.city,PIEDMOTN,PIEDMONT
10607.maritalstatus,***,S
6814.areacode,24,234
4516.fname,aLra,Lara
12074.marriedexemp,,0
10527.marriedexemp,,0
10271.city,BODNURANT,BONDURANT
12122.city,WASHINGTOqN,WASHINGTON
643.zip,5614p4,56144
14745.lname,Chalnamaiah,Chalamaiah
14434.childexemp,,0
9714.gender,uF,F
10135.salary,5v5000,55000
5574.gender,mM,M
4128.zip,6x2966,62966
6550.city,BOZMEAN,BOZEMAN
16586.marriedexemp,4020,4200
16704.marriedexemp,2704,2740
2385.singleexemp,t0,0
19635.marriedexemp,200,2600
7032.maritalstatus,***,S
4484.city,UBCKEYE,BUCKEYE
9220.singleexemp,300,3300
1307.haschild,,N
9819.zip,863,683
10699.city,SUMAVA REbSORTS,SUMAVA RESORTS
19719.phone,73-4412,703-4412
11585.salary,4500,45000
16628.phone,q584-3943,584-3943
13330.state,C,DC
18896.lname,Dunkedl,Dunkel
15519.city,HARLTETON,HARTLETON
4324.city,BULDER,BOULDER
12764.haschild,gN,N
16620.phone,568-4494,568-4449
6493.salary,55000***,55000
14123.gender,***,F
777.state,ZA,AZ
70.rate,.75,6.75
10066.haschild,,Y
15308.rate,61.520977,6.1520977
5876.areacode,370,307
15275.childexemp,z0,0
14976.zip,301,3061
18945.phone,380-9p787,380-9787
7510.city,TREETER,STREETER
7693.childexemp,,0
14778.zip,5837,58367
6620.marriedexemp,,0
4952.city,nMACON,MACON
5027.zip,68u07,6807
10825.gender,,F
16506.fname,Cuda,Chuda
18582.singleexemp,x1000,1000
3419.salary,10000z0,100000
1776.salary,7500,75000
10624.city,ATLANTdA,ATLANTA
12176.marriedexemp,800,3800
3032.maritalstatus,,M
7973.marriedexemp,,0
9753.gender,,F
19753.state,AvZ,AZ
17510.haschild,,N
9000.haschild,kY,Y
9726.haschild,***,N
15866.city,BIRINGHAM,BIRMINGHAM
11714.marriedexemp,,0
8017.rate,4.888898,4.888889
6478.lname,Farsi,Faris
16276.marriedexemp,2704,2740
6286.state,wLA,LA
18283.childexemp,z0,0
7609.phone,431-r3775,431-3775
16941.gender,***,M
18373.childexemp,x0,0
13429.childexemp,,0
17193.singleexemp,100p0,1000
1852.maritalstatus,gS,S
5742.city,MOATSfVILLE,MOATSVILLE
18831.childexemp,y0,0
4866.maritalstatus,oM,M
5736.state,O,CO
19855.phone,724-412,724-4142
16563.rate,90.,9.0
19478.marriedexemp,,0
18443.singleexemp,1004,1040
9747.gender,uM,M
12296.childexemp,,0
12812.city,RIAN HEAD,BRIAN HEAD
18922.marriedexemp,3000***,3000
10949.childexemp,***,0
7803.marriedexemp,f2600,2600
2710.city,PIMENTrO,PIMENTO
122.lname,dChristianini,Christianini
11048.childexemp,,0
5681.phone,90-18704,901-8704
11296.lname,Krlul,Krull
17890.singleexemp,***,0
10270.fname,Omtar,Otmar
12179.areacode,8b08,808
15062.haschild,***,Y
16700.singleexemp,,0
14418.gender,,F
13328.gender,***,F
11523.marriedexemp,s0,0
18027.state,S,MS
15185.gender,kF,F
14177.city,OhDESSA,ODESSA
11811.singleexemp,1y000,1000
2378.state,pDC,DC
19265.gender,***,F
7311.lname,Krian,Kurian
10499.zip,72053,72035
10714.childexemp,,0
13431.marriedexemp,000,2000
10520.state,O,CO
8457.marriedexemp,***,0
15536.singleexemp,***,0
7361.state,fDC,DC
6689.marriedexemp,04,40
11788.singleexemp,v0,0
11618.rate,70.,7.0
16008.childexemp,n0,0
13433.state,V,NV
2487.childexemp,1050,1500
5381.marriedexemp,20,220
19287.haschild,***,Y
12827.state,hDC,DC
15340.marriedexemp,138,318
14423.gender,fF,F
4245.haschild,,Y
11043.phone,346-1507,436-1507
3940.city,RCHFIELD,RICHFIELD
16633.singleexemp,x0,0
5631.state,CD,DC
3231.state,qDC,DC
14837.fname,Prestno,Preston
19946.areacode,t769,769
9737.gender,,F
13327.city,uWACO,WACO
15328.city,BRDEN,BORDEN
9343.gender,,F
2138.childexemp,***,0
10402.childexemp,***,0
14034.singleexemp,104m0,1040
19620.areacode,25,425
11862.phone,84-9870,843-9870
12466.haschild,cN,N
4365.gender,***,F
13985.maritalstatus,gM,M
11770.childexemp,q0,0
560.maritalstatus,fM,M
1267.fname,Chengodian,Chengdian
12514.rate,2.945,2.9475
17059.city,BROCET,BROCKET
6646.childexemp,y0,0
19325.lname,Weiannd,Weinand
16944.gender,vF,F
9513.zip,6l6938,66938
16470.gender,qF,F
1666.fname,Rndolph,Randolph
14114.childexemp,***,0
14196.marriedexemp,48e00,4800
13333.city,CAROLINhA,CAROLINA
16480.state,OC,CO
9615.salary,2000,20000
9218.state,C,DC
19944.maritalstatus,xS,S
18877.gender,***,M
13337.singleexemp,100,1040
3750.marriedexemp,660,6600
1676.city,OBX ELDER,BOX ELDER
16627.maritalstatus,cM,M
993.singleexemp,,0
4178.fname,zAriel,Azriel
14027.state,T,CT
12377.marriedexemp,u0,0
11253.fname,Manidnra,Manindra
16614.rate,4.33083,4.330183
8043.singleexemp,***,0
8114.state,A,LA
13926.marriedexemp,2p740,2740
12038.lname,Karczamarczuk,Karczmarczuk
5919.childexemp,,0
13528.salary,7500,75000
5490.singleexemp,v2475,2475
15627.areacode,410,401
9527.maritalstatus,tS,S
10702.state,Z,AZ
8421.state,DrC,DC
6944.singleexemp,w0,0
10568.haschild,***,N
18519.fname,Motohi,Motoshi
18279.areacode,8r31,831
8604.zip,3132g6,31326
12228.state,T,CT
488.childexemp,***,0
3626.areacode,807,870
12216.singleexemp,r0,0
2254.state,CD,DC
16204.city,AMP H M SMITH,CAMP H M SMITH
8506.gender,kF,F
5095.haschild,lY,Y
17463.city,BLULHEAD CITY,BULLHEAD CITY
12530.lname,eLhtovaara,Lehtovaara
14315.childexemp,***,0
4521.childexemp,***,0
5943.maritalstatus,,S
229.marriedexemp,10200,12000
6430.fname,Erneest,Ernest
17073.city,DAYTOzN,DAYTON
2251.city,SIMI VAjLLEY,SIMI VALLEY
19625.singleexemp,1004,1040
11589.phone,551-4y947,551-4947
462.marriedexemp,260,206
13318.singleexemp,x0,0
8459.maritalstatus,,M
11706.state,tPR,PR
14767.gender,***,F
19762.state,LA,AL
3144.state,hMA,MA
17790.state,NM,MN
12095.city,CAROLIAN,CAROLINA
6495.childexemp,j0,0
4320.lname,Yemefni,Yemeni
12128.city,JASPRE,JASPER
18544.marriedexemp,0,40
7897.zip,474,4474
11190.childexemp,2100,1200
10965.singleexemp,d0,0
7226.fname,Awnar,Anwar
