155701.fname,Shireli,Shirlei
51157.zip,467n9,4679
58706.phone,691-1645,961-1645
3521.state,J,NJ
79618.childexemp,,0
83452.rate,1.x5418718,1.5418718
145382.singleexemp,0,20
155279.gender,,F
173700.city,ALBUQUEnRQUE,ALBUQUERQUE
108709.marriedexemp,***,0
189696.singleexemp,***,0
81486.phone,377-69l91,377-6991
101092.childexemp,,0
97192.rate,00.,0.0
150649.marriedexemp,,0
158146.city,ALBUQUREQUE,ALBUQUERQUE
158869.singleexemp,,0
70525.phone,3c18-8818,318-8818
114751.state,J,NJ
74671.singleexemp,***,0
97702.areacode,n701,701
74268.marriedexemp,04,40
62550.phone,936-8873,936-8837
69186.state,OM,MO
32098.fname,Dainnis,Dainis
171789.maritalstatus,,M
479.gender,,F
56996.state,J,NJ
13355.phone,466-9657,466-9567
117092.city,LBUQUERQUE,ALBUQUERQUE
33703.singleexemp,***,0
30064.singleexemp,***,0
902.gender,***,F
34883.zip,u5352,5352
80447.singleexemp,7200,2700
95427.marriedexemp,***,0
111322.state,KA,AK
10655.marriedexemp,***,0
191432.salary,15v000,15000
153515.childexemp,m0,0
185334.phone,171-574,171-9574
198681.gender,***,F
149858.singleexemp,***,0
72187.maritalstatus,gS,S
143244.haschild,***,Y
1200.gender,,F
91679.marriedexemp,o0,0
69883.haschild,***,Y
133307.childexemp,***,0
145722.maritalstatus,***,S
118885.fname,Mnuseok,Munseok
173451.city,MC LAGHLIN,MC LAUGHLIN
22346.areacode,07,207
37699.maritalstatus,***,M
175460.zip,8731,58731
151526.state,MN,NM
66511.city,ADRICH,ALDRICH
47638.state,JN,NJ
107783.city,DAYON,DAYTON
139159.city,tALCESTER,ALCESTER
35449.rate,.0,0.0
198624.areacode,40i1,401
13375.city,RLANDO,ORLANDO
84348.singleexemp,m0,0
128922.maritalstatus,***,S
72708.childexemp,***,0
1777.city,MONTeROSS,MONTROSS
67818.phone,99-1412,998-1412
150204.marriedexemp,45h00,4500
137137.state,NcJ,NJ
77811.city,VALODSTA,VALDOSTA
38533.areacode,895,859
135077.maritalstatus,***,S
36053.maritalstatus,zS,S
175424.maritalstatus,,M
163058.childexemp,u0,0
33536.childexemp,***,0
84296.singleexemp,***,0
544.gender,***,F
189896.marriedexemp,,0
135060.fname,Przemylawa,Przemyslawa
60047.state,D,ND
137765.fname,Rajalni,Rajani
176839.gender,,M
42579.haschild,***,Y
1211.gender,,F
43253.state,ZA,AZ
186481.singleexemp,,0
20040.city,BLOC KISLAND,BLOCK ISLAND
185797.city,ALBUUERQUE,ALBUQUERQUE
31843.haschild,,Y
163711.salary,0000,50000
191330.state,EM,ME
16606.areacode,803,830
142244.childexemp,j0,0
9870.maritalstatus,***,S
164305.haschild,,N
143721.state,Y,NY
67314.fname,Horatui,Horatiu
126967.marriedexemp,,0
110118.childexemp,,0
193515.childexemp,15s9,159
42123.lname,Podlchuk,Podilchuk
154459.fname,Shinby,Shiby
164999.lname,Pointceval,Pointcheval
52816.childexemp,p0,0
47247.haschild,mN,N
157419.childexemp,k0,0
150618.state,AsK,AK
194281.salary,1000,10000
181477.areacode,j724,724
168500.state,K,AK
80980.salary,65000***,65000
170692.fname,hTiel,Thiel
180985.areacode,6y05,605
543.gender,***,F
8101.gender,***,M
145590.marriedexemp,,0
15560.state,hAK,AK
179580.zip,370y69,37069
13014.childexemp,00,300
43785.areacode,5y41,541
46579.singleexemp,***,0
135096.city,KLAMATH ALLS,KLAMATH FALLS
75684.gender,,F
97786.city,MANY FAMS,MANY FARMS
142418.singleexemp,,0
40742.areacode,4n13,413
55522.city,ALBUUERQUE,ALBUQUERQUE
35460.fname,hDamir,Dhamir
104096.phone,840-2183,840-2138
170720.maritalstatus,,M
79648.city,ALBUUERQUE,ALBUQUERQUE
81871.city,LABURTIS,ALBURTIS
115989.childexemp,,0
68498.salary,90000***,90000
84591.childexemp,***,0
197463.gender,mM,M
45514.phone,32-7365,312-7365
161375.zip,o20003,20003
187230.marriedexemp,***,0
27806.childexemp,,0
82269.childexemp,195,159
123348.state,O,CO
131042.marriedexemp,***,0
177869.singleexemp,,0
19224.maritalstatus,***,M
128020.gender,jM,M
76735.city,SOUTH DENNIS***,SOUTH DENNIS
48700.marriedexemp,***,0
103360.childexemp,,0
36462.city,RALINGTON,ARLINGTON
53757.childexemp,3300***,3300
104489.gender,***,M
148228.haschild,,Y
17790.singleexemp,g0,0
17604.areacode,910,901
23908.fname,Carmeol,Carmelo
106854.singleexemp,150,1500
132064.fname,Pahn,Phan
165869.state,D,SD
185268.haschild,,N
151341.marriedexemp,4590,4950
52345.salary,3500,35000
120711.city,SLATYFOKR,SLATYFORK
176792.state,PqA,PA
183855.rate,.0,6.0
847.gender,***,F
70599.state,KA,AK
125775.state,JN,NJ
123360.city,CfANTUA CREEK,CANTUA CREEK
92883.marriedexemp,420,4200
150867.childexemp,u0,0
102554.salary,30000***,30000
194983.lname,Quadeeor,Quadeer
5952.singleexemp,900***,900
156333.maritalstatus,***,M
94746.gender,***,F
158247.phone,9397616,939-7616
133201.areacode,507,570
189595.singleexemp,,0
190573.singleexemp,k0,0
110533.marriedexemp,t0,0
190769.singleexemp,***,0
181497.maritalstatus,,S
161184.state,KA,AK
51224.gender,mM,M
125504.areacode,27,207
87734.rate,7o.0,7.0
176960.marriedexemp,,0
188640.marriedexemp,,0
55047.state,A,PA
106377.childexemp,z0,0
1339.gender,***,F
17786.fname,eBnton,Benton
145788.city,VIAD,VIDA
639.gender,***,F
170515.salary,5000,95000
160459.lname,hrik,Uhrik
108649.singleexemp,***,0
95721.phone,906-7476,906-7467
158482.singleexemp,***,0
188245.zip,1604,41604
76768.state,KA,AK
531.gender,***,F
118868.singleexemp,w0,0
1029.gender,mF,F
33817.fname,Debashsi,Debashis
196691.rate,.70,7.0
13272.haschild,,Y
30703.haschild,***,Y
151306.areacode,441,414
186485.singleexemp,***,0
109556.lname,Pnamgi,Ponamgi
198618.rate,00.,0.0
124209.marriedexemp,r0,0
54383.marriedexemp,g0,0
95304.marriedexemp,,0
96931.maritalstatus,,M
178031.rate,.0,5.0
104461.maritalstatus,***,S
101129.fname,Lorejne,Lorene
195614.lname,Dolottea,Dolotta
102092.city,ALBUUERQUE,ALBUQUERQUE
81009.gender,***,F
1376.gender,***,F
51657.state,IoL,IL
125666.singleexemp,***,0
185147.zip,9c9564,99564
176213.marriedexemp,400,4000
188984.singleexemp,,0
63494.city,ALBUQUERQUvE,ALBUQUERQUE
18371.marriedexemp,,0
29882.childexemp,,0
58444.childexemp,***,0
65429.singleexemp,i0,0
27522.salary,1000a00,100000
162355.areacode,41,401
56929.state,C,NC
5393.areacode,9o31,931
1046.gender,***,F
83340.zip,1845,71845
53131.salary,85000***,85000
95618.salary,65000***,65000
17463.state,K,AK
34049.gender,***,M
104023.areacode,60,660
176222.maritalstatus,***,S
2231.haschild,,N
187659.singleexemp,c0,0
55019.salary,0000,60000
155363.state,AxK,AK
38689.state,AvK,AK
103304.city,PORTALND,PORTLAND
9197.singleexemp,3q575,3575
163827.phone,9145721,914-5721
165098.lname,Pieno,Pineo
27246.salary,1000g0,10000
180472.city,zAGUADILLA,AGUADILLA
13860.fname,Augutin,Augustin
108596.childexemp,***,0
1406.gender,***,F
189327.salary,20500,25000
18188.singleexemp,,0
170298.areacode,8c70,870
142028.marriedexemp,***,0
165517.rate,f0.0,0.0
1371.gender,,F
178092.zip,4783,4738
193674.state,NoC,NC
123488.state,N,MN
196238.marriedexemp,z3800,3800
77664.salary,55000***,55000
174093.singleexemp,03,103
38723.marriedexemp,,0
159886.zip,8232,2832
82389.childexemp,,0
173459.fname,Torleimv,Torleiv
108901.salary,0000,50000
1324.gender,,F
681.gender,sF,F
147316.rate,.9,6.9
196778.rate,.90,9.0
46763.maritalstatus,***,M
136868.state,J,NJ
165185.phone,393-1907,393-1970
126313.city,NEW LLAON,NEW LLANO
2945.state,CD,DC
1111.state,CD,DC
132083.childexemp,4275,2475
104486.phone,75-9773,875-9773
20508.city,ALBUQUERUE,ALBUQUERQUE
27454.maritalstatus,,M
22009.phone,478-7s070,478-7070
91361.zip,2a0425,20425
910.gender,,F
133864.city,ALOVE,ALCOVE
140882.childexemp,,0
32962.areacode,j870,870
18603.salary,5000,55000
29340.phone,57w9-3463,579-3463
58025.marriedexemp,w0,0
96594.childexemp,t0,0
519.zip,45422,54422
1037.gender,,F
6070.marriedexemp,***,0
43305.fname,rez,Erez
192662.lname,Ar,Ahr
965.gender,***,F
130266.salary,6000,60000
1295.gender,xF,F
26118.rate,4.x6,4.6
65691.zip,v59115,59115
71585.singleexemp,m0,0
37496.haschild,qY,Y
94252.salary,500,5000
1254.gender,yF,F
127285.city,HONOULLU,HONOLULU
109714.state,KA,AK
167626.phone,67-7371,677-7371
89398.marriedexemp,q0,0
82753.state,KA,AK
196122.state,NiJ,NJ
152540.state,JN,NJ
34895.singleexemp,***,0
6290.fname,lvy,Alvy
37961.singleexemp,,0
64144.state,S,MS
160549.haschild,wN,N
23194.salary,6000,60000
1381.salary,95n000,95000
119555.childexemp,***,0
32696.fname,Dnaiil,Daniil
905.gender,***,F
115369.state,JN,NJ
176645.state,N,TN
40978.childexemp,l0,0
114710.maritalstatus,xM,M
168922.fname,Ttayeb,Tayeb
144604.marriedexemp,p0,0
635.gender,***,F
105622.state,ApK,AK
47321.haschild,pY,Y
45833.marriedexemp,***,0
58765.lname,Luks,Lucks
614.gender,,F
74080.city,BOhISE,BOISE
181555.childexemp,r0,0
17789.rate,60.,6.0
40205.state,NsJ,NJ
17.state,uDC,DC
19194.childexemp,300,3300
9100.rate,.50,5.0
194026.haschild,***,N
33440.maritalstatus,***,S
55886.state,AV,VA
32466.childexemp,***,0
132153.childexemp,***,0
110472.rate,5.s0,5.0
191511.childexemp,***,0
95736.childexemp,***,0
131139.state,AC,CA
104936.salary,06000,60000
74947.maritalstatus,,S
2053.state,DhC,DC
1040.gender,,F
1048.gender,,F
178146.marriedexemp,z0,0
26408.city,MEIRDEN,MERIDEN
116632.state,AuK,AK
1393.gender,,F
121565.state,uAR,AR
31009.areacode,034,304
24081.areacode,66a0,660
1127.gender,***,F
113057.fname,Mcihele,Michele
93016.singleexemp,2u0,20
43263.gender,bM,M
1217.gender,***,F
103625.marriedexemp,500,5400
1372.gender,***,F
1312.gender,***,F
39816.state,A,VA
1302.gender,,F
195277.state,JN,NJ
67168.singleexemp,,0
119538.gender,aF,F
57719.childexemp,,0
61728.salary,15000***,15000
120560.phone,208-3147,208-3174
61177.state,VN,NV
104832.fname,Maele,Malee
93793.singleexemp,***,0
49021.singleexemp,e0,0
178735.maritalstatus,kM,M
89643.singleexemp,o0,0
118160.gender,***,M
915.gender,cF,F
47865.childexemp,,0
171606.singleexemp,***,0
63796.rate,50,5.0
58512.fname,Gumreet,Gurmeet
65135.haschild,,N
131351.haschild,***,Y
163070.state,JN,NJ
30219.fname,iCoimbatore,Coimbatore
2916.childexemp,***,0
49640.haschild,sN,N
158116.state,qAK,AK
180238.phone,487-6969,487-6996
155582.state,dNJ,NJ
21863.lname,sOkamp,Oskamp
32170.areacode,n513,513
142290.salary,9000x0,90000
126246.state,J,NJ
128304.marriedexemp,***,0
160784.areacode,73t1,731
1382.gender,,F
72574.singleexemp,***,0
20407.state,D,ID
4090.lname,Gerh,Gerth
108636.marriedexemp,***,0
79741.haschild,nY,Y
173713.fname,oTshihito,Toshihito
43449.singleexemp,z0,0
129039.state,AvK,AK
154501.state,KA,AK
122653.state,K,AK
105858.zip,53179,35179
17557.rate,00.,0.0
176269.areacode,37,337
42474.gender,iM,M
164234.lname,dAamek,Adamek
1024.gender,,F
165856.childexemp,i0,0
64607.childexemp,,0
110959.singleexemp,e0,0
152096.childexemp,***,0
45267.areacode,8e45,845
147058.city,IFNKSBURG,FINKSBURG
62948.childexemp,***,0
38327.marriedexemp,***,0
82044.city,PORtT ANGELES,PORT ANGELES
108838.singleexemp,d0,0
169307.phone,82-83128,828-3128
51707.phone,2r00-7908,200-7908
70483.maritalstatus,,S
74422.marriedexemp,420y0,4200
41116.childexemp,,0
1255.gender,,F
172659.phone,43-2270,243-2270
18653.state,NbJ,NJ
181384.childexemp,***,0
140489.zip,82422***,82422
117686.childexemp,***,0
24149.marriedexemp,f0,0
68578.city,KENlT,KENT
129646.rate,3.e4,3.4
118329.state,wNJ,NJ
95439.gender,***,M
1151.gender,eF,F
121094.gender,pF,F
142976.haschild,,Y
195540.state,NnJ,NJ
41493.marriedexemp,,0
153625.fname,hSay,Shay
53214.fname,Gesulado,Gesualdo
170249.marriedexemp,,0
104080.areacode,65,605
77331.rate,4.24323,4.243293
172525.city,LCOVA,ALCOVA
170638.maritalstatus,,S
165153.phone,k336-9419,336-9419
27036.salary,2s5000,25000
24084.haschild,,N
158862.areacode,184,814
185716.singleexemp,200,2100
184353.haschild,***,N
117447.haschild,,N
42948.marriedexemp,z0,0
134050.gender,,M
187454.singleexemp,c0,0
143336.phone,981-3815,981-3185
59068.marriedexemp,,0
1626.singleexemp,y0,0
134226.phone,618a-5945,618-5945
118994.rate,.90,9.0
55813.lname,fTumuluri,Tumuluri
30510.haschild,,N
1240.state,C,DC
155013.state,KA,AK
72330.marriedexemp,6600***,6600
156568.marriedexemp,6600***,6600
487.gender,***,F
184556.city,WHITE HALL***,WHITE HALL
181852.salary,t15000,15000
82618.city,ENDERSON,HENDERSON
22954.childexemp,2f000,2000
125776.areacode,71,971
77409.singleexemp,330i0,3300
41819.singleexemp,***,0
57875.childexemp,,0
71594.childexemp,,0
164238.childexemp,0,40
22619.fname,Bmud,Bud
186221.state,YW,WY
138030.state,J,NJ
82859.singleexemp,i0,0
29580.salary,00000,100000
136243.marriedexemp,e0,0
178399.marriedexemp,***,0
16952.salary,25000***,25000
125712.childexemp,27z2,272
125375.childexemp,***,0
140433.city,RACCOON***,RACCOON
28608.marriedexemp,420,4200
116046.marriedexemp,,0
167183.city,LBUQUERQUE,ALBUQUERQUE
50807.childexemp,***,0
15816.childexemp,***,0
85805.rate,.0,0.0
68033.maritalstatus,hS,S
69331.marriedexemp,***,0
49539.childexemp,v0,0
21275.lname,Ciastle,Castle
52028.childexemp,***,0
160731.singleexemp,***,0
85815.haschild,,Y
10794.maritalstatus,,M
64642.fname,Hideoim,Hideomi
190177.state,KA,AK
126339.marriedexemp,z0,0
170551.marriedexemp,o0,0
438.gender,,F
43872.haschild,***,N
36672.state,pNJ,NJ
186802.gender,sM,M
184511.city,ALXE,ALEX
172461.singleexemp,,0
1268.gender,***,F
178528.marriedexemp,n0,0
143345.state,JN,NJ
9112.state,H,NH
103331.marriedexemp,,0
113111.zip,39310,39301
85574.haschild,zY,Y
8917.childexemp,***,0
108275.marriedexemp,m0,0
18381.maritalstatus,sS,S
94096.rate,5.749394,5.7495394
128232.state,K,AK
898.gender,,F
81977.marriedexemp,***,0
92311.maritalstatus,zS,S
430.gender,,F
162277.state,C,NC
160467.state,KA,AK
61155.marriedexemp,***,0
6461.haschild,***,N
1041.gender,***,F
85423.haschild,mY,Y
107506.state,gNJ,NJ
11991.areacode,72,972
155892.salary,9500,95000
159208.zip,14208,14028
179900.rate,.3,5.3
20783.childexemp,,0
97894.lname,Asharf,Ashraf
28606.phone,544-960p8,544-9608
101457.city,STRAFORD,STRATFORD
166356.salary,m60000,60000
44108.areacode,453,435
117589.phone,67-6282,867-6282
161089.fname,Sypros,Spyros
72092.areacode,589,859
142038.singleexemp,q0,0
191684.maritalstatus,,M
2446.state,C,DC
41259.state,KA,AK
91498.salary,200m00,20000
427.gender,,F
50072.phone,57c5-6678,575-6678
91203.city,DURNGO,DURANGO
37580.salary,2s5000,25000
88983.marriedexemp,***,0
184054.phone,93-6579,943-6579
183066.singleexemp,,0
142565.areacode,368,386
75583.phone,437-687g2,437-6872
61727.city,ALBUQERQUE,ALBUQUERQUE
125684.salary,3000,30000
116961.state,J,NJ
176086.marriedexemp,y0,0
1924.lname,Koitdis,Kotidis
47494.gender,***,F
66531.childexemp,030,300
17311.state,JN,NJ
75124.city,ALBUQUERQEU,ALBUQUERQUE
18782.fname,Bhabain,Bhabani
151999.singleexemp,,0
146370.marriedexemp,***,0
51128.childexemp,s0,0
66760.gender,***,F
23002.gender,***,F
59074.city,ALBQUERQUE,ALBUQUERQUE
177547.city,ALBUUQERQUE,ALBUQUERQUE
65866.fname,Hiroxyasu,Hiroyasu
139540.singleexemp,a0,0
191501.phone,565-1g778,565-1778
162686.state,MN,NM
65614.singleexemp,x0,0
49042.fname,Frantisvek,Frantisek
80675.city,ALBvUQUERQUE,ALBUQUERQUE
107708.marriedexemp,***,0
128462.lname,Smcedorov,Scedorov
173097.fname,oney,Toney
67460.maritalstatus,rS,S
83487.fname,Jun''icih,Jun''ichi
173504.areacode,84w3,843
120686.haschild,pN,N
143309.fname,Rohkia,Rokia
90583.marriedexemp,***,0
39150.maritalstatus,nS,S
55287.rate,.9,3.9
19121.haschild,lN,N
176233.singleexemp,,0
56516.marriedexemp,,0
111840.haschild,,Y
112216.singleexemp,h0,0
102170.city,WST WARDSBORO,WEST WARDSBORO
191543.singleexemp,,0
51872.fname,eng,Geng
130086.fname,ascalin,Pascalin
45237.marriedexemp,***,0
4639.lname,Taymi,Tayi
193290.marriedexemp,***,0
1520.state,DuC,DC
20236.city,ALBUQURQUE,ALBUQUERQUE
73920.marriedexemp,,0
176708.fname,Utal,Uptal
44928.lname,iBttar,Bittar
111383.state,cPR,PR
178289.singleexemp,w0,0
41791.lname,Kenisl,Kneisl
194626.fname,udell,Yudell
137611.singleexemp,,0
87552.marriedexemp,r0,0
45598.state,JN,NJ
59482.maritalstatus,xS,S
117406.state,KA,AK
59653.rate,57.5,5.75
17656.state,K,AK
60538.singleexemp,d0,0
57543.haschild,sY,Y
82186.maritalstatus,zM,M
188989.state,JN,NJ
167426.rate,.645,3.645
156676.singleexemp,,0
177909.marriedexemp,,0
89904.maritalstatus,***,M
99149.marriedexemp,***,0
45533.salary,35000***,35000
104143.city,SOUTH TAfMWORTH,SOUTH TAMWORTH
54833.state,NoJ,NJ
114196.lname,Been***,Been
17304.fname,Bleinda,Belinda
177001.marriedexemp,g0,0
175424.fname,Tuiv,Tuvi
159527.singleexemp,,0
177203.childexemp,330,3300
72816.city,ALENAGIK,ALEKNAGIK
100630.city,ALBUQUyERQUE,ALBUQUERQUE
138353.singleexemp,,0
156543.zip,2123,21723
101835.areacode,9o39,939
159730.salary,60500,65000
81013.singleexemp,j0,0
170705.singleexemp,f0,0
185565.phone,3v02-9882,302-9882
164596.city,ALBUUQERQUE,ALBUQUERQUE
136590.singleexemp,***,0
46177.singleexemp,,0
72755.singleexemp,r0,0
81844.maritalstatus,xS,S
58947.haschild,***,Y
161098.haschild,pN,N
38393.rate,4.36,4.63
130939.marriedexemp,c0,0
160544.lname,Smtrayer,Strayer
128890.city,LBUQUERQUE,ALBUQUERQUE
2576.rate,.9,3.9
174879.marriedexemp,***,0
36259.maritalstatus,***,M
190277.state,KA,AK
54862.maritalstatus,***,S
68162.rate,0.v0,0.0
112944.state,NwJ,NJ
169793.state,KA,AK
172269.marriedexemp,t0,0
107095.city,SAN JUN,SAN JUAN
116530.state,KA,AK
183915.state,cAK,AK
131645.haschild,***,Y
39326.marriedexemp,***,0
111551.areacode,022,202
186801.state,OuR,OR
63873.singleexemp,,0
53415.phone,393-077,393-8077
96327.salary,7w0000,70000
144314.childexemp,w0,0
97536.city,NIKOLSIK,NIKOLSKI
21818.maritalstatus,,S
71056.singleexemp,700,2700
129262.fname,jPam,Pam
197231.marriedexemp,,0
138087.singleexemp,***,0
197972.marriedexemp,,0
18583.state,gAK,AK
108792.lname,uDwairi,Duwairi
39896.gender,***,F
25110.phone,18-6915,183-6915
59060.state,kNJ,NJ
96175.salary,85000***,85000
1319.gender,,F
39742.state,T,CT
50534.state,J,NJ
113219.phone,560-449,560-4449
101943.gender,***,M
160722.city,OLIVEBRIDE,OLIVEBRIDGE
26327.singleexemp,k0,0
145451.areacode,6f08,608
4569.areacode,721,712
150541.state,AyK,AK
1308.gender,,F
93937.maritalstatus,,M
65557.state,AeK,AK
1311.gender,,F
101080.state,KA,AK
71643.salary,25000***,25000
140850.salary,45h000,45000
64821.fname,ieu,Hieu
169487.lname,Bllaud,Billaud
41087.city,RICHsMOND,RICHMOND
66528.state,JN,NJ
897.gender,***,F
15982.state,I,HI
104612.city,ABLUQUERQUE,ALBUQUERQUE
53291.gender,dM,M
9271.city,ALECSTER,ALCESTER
130010.gender,nF,F
94672.gender,,F
27502.childexemp,***,0
131197.gender,aM,M
115493.state,hNJ,NJ
7586.zip,2278,23278
186244.rate,5.48y8912,5.488912
118193.phone,489-479,489-4479
122136.singleexemp,,0
183311.lname,Chokair,Choukair
95169.childexemp,***,0
145412.city,ALBUQEURQUE,ALBUQUERQUE
4970.gender,iM,M
174498.salary,h40000,40000
101637.marriedexemp,***,0
119642.state,JN,NJ
23779.areacode,207,270
168273.city,LITTLE ROCK***,LITTLE ROCK
65641.state,J,NJ
194484.marriedexemp,z0,0
164999.phone,602-3j744,602-3744
99943.areacode,08,208
3907.areacode,687,678
81024.singleexemp,,0
99298.childexemp,,0
128386.state,KA,AK
108637.state,KA,AK
87790.areacode,650,605
193577.singleexemp,***,0
165094.rate,.90,9.0
625.gender,,F
72542.state,vMD,MD
2972.zip,82952,82925
102351.childexemp,,0
647.gender,,F
55643.state,KA,AK
640.gender,fF,F
175204.city,ALUBQUERQUE,ALBUQUERQUE
148221.haschild,yY,Y
158415.childexemp,,0
39973.state,J,NJ
113484.city,LDER,ALDER
137.state,A,MA
145213.haschild,cY,Y
2694.state,DpC,DC
136996.areacode,07,307
189098.singleexemp,70c0,700
186613.haschild,hN,N
179554.maritalstatus,zS,S
61210.fname,Hadong,Haodong
196953.state,AzK,AK
41883.fname,Elas,Eljas
13648.marriedexemp,,0
192704.state,J,NJ
17660.phone,587-4946,857-4946
42982.rate,9.l0,9.0
149464.areacode,w248,248
122453.marriedexemp,***,0
180129.haschild,***,Y
152184.haschild,nN,N
45627.fname,Fairozu,Fairouz
54496.childexemp,***,0
39648.marriedexemp,***,0
94055.maritalstatus,***,S
178063.lname,Bergy,Bergey
192370.state,AyK,AK
176491.gender,***,M
100895.childexemp,b0,0
18502.lname,Klaren,Klaeren
120555.childexemp,w0,0
170322.rate,.14,1.4
188844.childexemp,,0
94364.childexemp,***,0
165776.gender,,F
33718.gender,,F
165609.phone,41-5855,441-5855
187874.maritalstatus,***,S
178570.lname,Moasseri,Mobasseri
155838.gender,***,M
101769.city,ALDRESON,ALDERSON
197636.areacode,373,337
99610.childexemp,,0
103914.childexemp,n0,0
671.gender,***,F
14366.state,J,NJ
186560.singleexemp,5400,4500
12838.fname,slam,Aslam
43779.zip,2856,28356
109945.areacode,664,646
136516.fname,aRdek,Radek
194090.phone,841-48z20,841-4820
138684.singleexemp,c0,0
21183.state,J,NJ
178397.salary,51000,15000
187542.city,LAEKNAGIK,ALEKNAGIK
10415.state,J,NJ
35376.areacode,01,801
97883.marriedexemp,o0,0
196370.state,wNJ,NJ
163890.zip,812s23,81223
100086.marriedexemp,,0
92039.phone,3v82-6164,382-6164
137621.singleexemp,,0
100633.state,VW,WV
64644.singleexemp,1c10,110
35483.city,ABUQUERQUE,ALBUQUERQUE
1195.gender,,F
121420.phone,286-087,286-2087
76239.haschild,jN,N
109568.singleexemp,***,0
112088.singleexemp,270,2700
133109.city,COfDY,CODY
98897.phone,25-5739,425-5739
93886.rate,93,9.3
129581.singleexemp,2750,12750
124936.childexemp,***,0
79463.singleexemp,,0
77881.singleexemp,***,0
182050.singleexemp,,0
116662.state,KA,AK
35523.state,K,AK
175764.fname,zTusheng,Tzusheng
1290.marriedexemp,2l000,2000
145973.marriedexemp,***,0
94323.areacode,780,708
637.gender,nF,F
196617.maritalstatus,,M
34267.maritalstatus,,M
106007.childexemp,g0,0
132641.rate,0x.0,0.0
28651.singleexemp,r0,0
176178.rate,b0.0,0.0
133520.city,NIISKI,NIKISKI
155879.state,JN,NJ
156978.marriedexemp,i0,0
182395.state,Y,WY
139692.state,K,AK
126208.state,O,MO
190482.haschild,***,N
159501.city,ALBUUQERQUE,ALBUQUERQUE
60621.city,ALEKNAGKI,ALEKNAGIK
163017.state,NnJ,NJ
91188.haschild,jN,N
59777.childexemp,a0,0
38970.lname,Gis,Gils
108501.phone,839o-3909,839-3909
132048.maritalstatus,***,S
101361.singleexemp,310y0,3100
1378.gender,aF,F
193857.singleexemp,8o7,87
98221.maritalstatus,***,M
